"Point","Type","Station","Northing","Easting","Elevation"
"107+280","","107+280","1267625.4679","2613588.0177","210.682"
"","","","","",""
"107+283","","107+283","1267624.1127","2613590.6942","210.715"
"","","","","",""
"107+286","","107+286","1267622.7576","2613593.3707","210.748"
"","","","","",""
"107+289","","107+289","1267621.4025","2613596.0472","210.781"
"","","","","",""
"107+292","","107+292","1267620.0474","2613598.7237","210.814"
"","","","","",""
"107+295","","107+295","1267618.6923","2613601.4002","210.847"
"","","","","",""
"107+298","","107+298","1267617.3371","2613604.0767","210.880"
"","","","","",""
"107+301","","107+301","1267615.9820","2613606.7532","210.913"
"","","","","",""
"107+304","","107+304","1267614.6269","2613609.4297","210.946"
"","","","","",""
"107+307","","107+307","1267613.2718","2613612.1062","210.979"
"","","","","",""
"107+310","","107+310","1267611.9167","2613614.7827","211.012"
"","","","","",""
"107+313","","107+313","1267610.5616","2613617.4592","211.045"
"","","","","",""
"107+316","","107+316","1267609.2064","2613620.1357","211.078"
"","","","","",""
"107+319","","107+319","1267607.8513","2613622.8122","211.111"
"","","","","",""
"107+322","","107+322","1267606.4962","2613625.4887","211.144"
"","","","","",""
"107+325","","107+325","1267605.1411","2613628.1652","211.177"
"","","","","",""
"107+328","","107+328","1267603.7860","2613630.8417","211.210"
"","","","","",""
"107+331","","107+331","1267602.4308","2613633.5182","211.243"
"","","","","",""
"107+334","","107+334","1267601.0757","2613636.1947","211.276"
"","","","","",""
"107+337","","107+337","1267599.7206","2613638.8712","211.309"
"","","","","",""
"107+340","","107+340","1267598.3655","2613641.5477","211.342"
"","","","","",""
"107+343","","107+343","1267597.0104","2613644.2242","211.375"
"","","","","",""
"107+346","","107+346","1267595.6552","2613646.9007","211.408"
"","","","","",""
"107+349","","107+349","1267594.3001","2613649.5772","211.441"
"","","","","",""
"107+352","","107+352","1267592.9450","2613652.2537","211.474"
"","","","","",""
"107+355","","107+355","1267591.5899","2613654.9302","211.507"
"","","","","",""
"107+358","","107+358","1267590.2348","2613657.6067","211.540"
"","","","","",""
"107+361","","107+361","1267588.8796","2613660.2832","211.573"
"","","","","",""
"107+364","","107+364","1267587.5245","2613662.9597","211.606"
"","","","","",""
"107+367","","107+367","1267586.1694","2613665.6362","211.639"
"","","","","",""
"107+370","","107+370","1267584.8143","2613668.3127","211.672"
"","","","","",""
"107+373","","107+373","1267583.4592","2613670.9892","211.705"
"","","","","",""
"107+376","","107+376","1267582.1041","2613673.6657","211.738"
"","","","","",""
"107+379","","107+379","1267580.7489","2613676.3422","211.771"
"","","","","",""
"107+382","","107+382","1267579.3938","2613679.0187","211.804"
"","","","","",""
"107+385","","107+385","1267578.0387","2613681.6952","211.837"
"","","","","",""
"107+388","","107+388","1267576.6836","2613684.3717","211.870"
"","","","","",""
"107+391","","107+391","1267575.3285","2613687.0482","211.903"
"","","","","",""
"107+394","","107+394","1267573.9733","2613689.7247","211.936"
"","","","","",""
"107+397","","107+397","1267572.6182","2613692.4012","211.969"
"","","","","",""
"107+400","","107+400","1267571.2631","2613695.0777","212.002"
"","","","","",""
"107+403","","107+403","1267569.9080","2613697.7542","212.035"
"","","","","",""
"107+406","","107+406","1267568.5529","2613700.4307","212.068"
"","","","","",""
"107+409","","107+409","1267567.1977","2613703.1072","212.101"
"","","","","",""
"107+412","","107+412","1267565.8426","2613705.7837","212.134"
"","","","","",""
"107+415","","107+415","1267564.4875","2613708.4602","212.167"
"","","","","",""
"107+418","","107+418","1267563.1324","2613711.1367","212.200"
"","","","","",""
"107+421","","107+421","1267561.7773","2613713.8132","212.233"
"","","","","",""
"107+424","","107+424","1267560.4221","2613716.4897","212.266"
"","","","","",""
"107+427","","107+427","1267559.0670","2613719.1662","212.299"
"","","","","",""
"107+430","","107+430","1267557.7119","2613721.8427","212.332"
"","","","","",""
"107+433","","107+433","1267556.3568","2613724.5192","212.365"
"","","","","",""
"107+436","","107+436","1267555.0017","2613727.1957","212.398"
"","","","","",""
"107+439","","107+439","1267553.6466","2613729.8722","212.431"
"","","","","",""
"107+442","","107+442","1267552.2914","2613732.5487","212.464"
"","","","","",""
"107+445","","107+445","1267550.9363","2613735.2252","212.497"
"","","","","",""
"107+448","","107+448","1267549.5812","2613737.9017","212.530"
"","","","","",""
"107+451","","107+451","1267548.2261","2613740.5782","212.563"
"","","","","",""
"107+454","","107+454","1267546.8710","2613743.2547","212.596"
"","","","","",""
"107+457","","107+457","1267545.5158","2613745.9312","212.629"
"","","","","",""
"107+460","","107+460","1267544.1607","2613748.6077","212.662"
"","","","","",""
"107+463","","107+463","1267542.8056","2613751.2842","212.695"
"","","","","",""
"107+466","","107+466","1267541.4505","2613753.9607","212.728"
"","","","","",""
"107+469","","107+469","1267540.0954","2613756.6372","212.761"
"","","","","",""
"107+472","","107+472","1267538.7402","2613759.3137","212.794"
"","","","","",""
"107+475","","107+475","1267537.3851","2613761.9902","212.827"
"","","","","",""
"107+478","","107+478","1267536.0300","2613764.6667","212.860"
"","","","","",""
"107+481","","107+481","1267534.6749","2613767.3432","212.893"
"","","","","",""
"107+484","","107+484","1267533.3198","2613770.0197","212.926"
"","","","","",""
"107+487","","107+487","1267531.9646","2613772.6962","212.959"
"","","","","",""
"107+490","","107+490","1267530.6095","2613775.3727","212.992"
"","","","","",""
"107+493","","107+493","1267529.2544","2613778.0492","213.025"
"","","","","",""
"107+496","","107+496","1267527.8993","2613780.7257","213.058"
"","","","","",""
"107+499","","107+499","1267526.5442","2613783.4022","213.091"
"","","","","",""
"107+502","","107+502","1267525.1891","2613786.0787","213.124"
"","","","","",""
"107+505","","107+505","1267523.8339","2613788.7552","213.157"
"","","","","",""
"107+508","","107+508","1267522.4788","2613791.4317","213.190"
"","","","","",""
"107+511","","107+511","1267521.1237","2613794.1082","213.223"
"","","","","",""
"107+514","","107+514","1267519.7686","2613796.7847","213.256"
"","","","","",""
"107+517","","107+517","1267518.4135","2613799.4612","213.289"
"","","","","",""
"107+520","","107+520","1267517.0583","2613802.1377","213.322"
"","","","","",""
"107+523","","107+523","1267515.7032","2613804.8142","213.355"
"","","","","",""
"107+526","","107+526","1267514.3481","2613807.4907","213.388"
"","","","","",""
"107+529","","107+529","1267512.9930","2613810.1672","213.421"
"","","","","",""
"107+532","","107+532","1267511.6379","2613812.8437","213.454"
"","","","","",""
"107+535","","107+535","1267510.2827","2613815.5202","213.487"
"","","","","",""
"107+538","","107+538","1267508.9276","2613818.1967","213.520"
"","","","","",""
"107+541","","107+541","1267507.5725","2613820.8732","213.553"
"","","","","",""
"107+544","","107+544","1267506.2174","2613823.5497","213.586"
"","","","","",""
"107+547","","107+547","1267504.8623","2613826.2262","213.619"
"","","","","",""
"107+550","","107+550","1267503.5071","2613828.9027","213.652"
"","","","","",""
"107+553","","107+553","1267502.1520","2613831.5792","213.685"
"","","","","",""
"107+556","","107+556","1267500.7969","2613834.2557","213.718"
"","","","","",""
"107+559","","107+559","1267499.4418","2613836.9322","213.751"
"","","","","",""
"107+562","","107+562","1267498.0867","2613839.6087","213.784"
"","","","","",""
"107+565","","107+565","1267496.7316","2613842.2852","213.817"
"","","","","",""
"107+568","","107+568","1267495.3764","2613844.9617","213.850"
"","","","","",""
"107+571","","107+571","1267494.0213","2613847.6382","213.883"
"","","","","",""
"107+574","","107+574","1267492.6662","2613850.3147","213.916"
"","","","","",""
"107+577","","107+577","1267491.3111","2613852.9912","213.949"
"","","","","",""
"107+580","","107+580","1267489.9560","2613855.6677","213.982"
"","","","","",""
"107+583","","107+583","1267488.6008","2613858.3442","214.015"
"","","","","",""
"107+586","","107+586","1267487.2457","2613861.0207","214.048"
"","","","","",""
"107+589","","107+589","1267485.8906","2613863.6972","214.081"
"","","","","",""
"107+592","","107+592","1267484.5355","2613866.3737","214.114"
"","","","","",""
"107+595","","107+595","1267483.1804","2613869.0502","214.147"
"","","","","",""
"107+598","","107+598","1267481.8252","2613871.7267","214.180"
"","","","","",""
"107+601","","107+601","1267480.4701","2613874.4032","214.213"
"","","","","",""
"107+604","","107+604","1267479.1150","2613877.0797","214.246"
"","","","","",""
"107+607","","107+607","1267477.7599","2613879.7562","214.279"
"","","","","",""
"107+610","","107+610","1267476.4048","2613882.4327","214.312"
"","","","","",""
"107+613","","107+613","1267475.0496","2613885.1092","214.345"
"","","","","",""
"107+616","","107+616","1267473.6945","2613887.7857","214.378"
"","","","","",""
"107+619","","107+619","1267472.3394","2613890.4622","214.411"
"","","","","",""
"107+622","","107+622","1267470.9843","2613893.1387","214.444"
"","","","","",""
"107+625","","107+625","1267469.6292","2613895.8152","214.477"
"","","","","",""
"107+628","","107+628","1267468.2740","2613898.4917","214.510"
"","","","","",""
"107+631","","107+631","1267466.9189","2613901.1682","214.543"
"","","","","",""
"107+634","","107+634","1267465.5638","2613903.8447","214.576"
"","","","","",""
"107+637","","107+637","1267464.2087","2613906.5212","214.609"
"","","","","",""
"107+640","","107+640","1267462.8536","2613909.1977","214.642"
"","","","","",""
"107+643","","107+643","1267461.4985","2613911.8742","214.675"
"","","","","",""
"107+646","","107+646","1267460.1433","2613914.5507","214.708"
"","","","","",""
"107+649","","107+649","1267458.7882","2613917.2272","214.741"
"","","","","",""
"107+652","","107+652","1267457.4331","2613919.9037","214.774"
"","","","","",""
"107+655","","107+655","1267456.0780","2613922.5802","214.807"
"","","","","",""
"107+658","","107+658","1267454.7229","2613925.2567","214.840"
"","","","","",""
"107+661","","107+661","1267453.3677","2613927.9332","214.873"
"","","","","",""
"107+664","","107+664","1267452.0126","2613930.6097","214.906"
"","","","","",""
"107+667","","107+667","1267450.6575","2613933.2862","214.939"
"","","","","",""
"107+670","","107+670","1267449.3024","2613935.9627","214.972"
"","","","","",""
"107+673","","107+673","1267447.9473","2613938.6392","215.005"
"","","","","",""
"107+676","","107+676","1267446.5921","2613941.3157","215.038"
"","","","","",""
"107+679","","107+679","1267445.2370","2613943.9922","215.071"
"","","","","",""
"107+682","","107+682","1267443.8819","2613946.6687","215.104"
"","","","","",""
"107+685","","107+685","1267442.5268","2613949.3452","215.137"
"","","","","",""
"107+688","","107+688","1267441.1717","2613952.0217","215.170"
"","","","","",""
"107+691","","107+691","1267439.8166","2613954.6982","215.203"
"","","","","",""
"107+694","","107+694","1267438.4614","2613957.3747","215.236"
"","","","","",""
"107+697","","107+697","1267437.1063","2613960.0512","215.269"
"","","","","",""
"107+700","","107+700","1267435.7512","2613962.7277","215.302"
"","","","","",""
"107+703","","107+703","1267434.3961","2613965.4042","215.335"
"","","","","",""
"107+706","","107+706","1267433.0410","2613968.0807","215.368"
"","","","","",""
"107+709","","107+709","1267431.6858","2613970.7572","215.401"
"","","","","",""
"107+712","","107+712","1267430.3307","2613973.4337","215.434"
"","","","","",""
"107+715","","107+715","1267428.9756","2613976.1102","215.467"
"","","","","",""
"107+718","","107+718","1267427.6205","2613978.7867","215.500"
"","","","","",""
"107+721","","107+721","1267426.2654","2613981.4632","215.533"
"","","","","",""
"107+724","","107+724","1267424.9102","2613984.1397","215.566"
"","","","","",""
"107+727","","107+727","1267423.5551","2613986.8162","215.599"
"","","","","",""
"107+730","","107+730","1267422.2000","2613989.4927","215.632"
"","","","","",""
"107+733","","107+733","1267420.8449","2613992.1692","215.665"
"","","","","",""
"107+736","","107+736","1267419.4898","2613994.8457","215.698"
"","","","","",""
"107+739","","107+739","1267418.1346","2613997.5222","215.731"
"","","","","",""
"107+742","","107+742","1267416.7795","2614000.1987","215.764"
"","","","","",""
"107+745","","107+745","1267415.4244","2614002.8752","215.797"
"","","","","",""
"107+748","","107+748","1267414.0693","2614005.5517","215.830"
"","","","","",""
"107+751","","107+751","1267412.7142","2614008.2282","215.863"
"","","","","",""
"107+754","","107+754","1267411.3590","2614010.9047","215.896"
"","","","","",""
"107+757","","107+757","1267410.0039","2614013.5812","215.929"
"","","","","",""
"107+760","","107+760","1267408.6488","2614016.2577","215.962"
"","","","","",""
"107+763","","107+763","1267407.2937","2614018.9342","215.995"
"","","","","",""
"107+766","","107+766","1267405.9386","2614021.6107","216.028"
"","","","","",""
"107+769","","107+769","1267404.5835","2614024.2872","216.061"
"","","","","",""
"107+772","","107+772","1267403.2283","2614026.9637","216.094"
"","","","","",""
"107+775","","107+775","1267401.8732","2614029.6402","216.127"
"","","","","",""
"107+778","","107+778","1267400.5181","2614032.3167","216.160"
"","","","","",""
"107+781","","107+781","1267399.1630","2614034.9932","216.193"
"","","","","",""
"107+784","","107+784","1267397.8079","2614037.6697","216.226"
"","","","","",""
"107+787","","107+787","1267396.4527","2614040.3462","216.259"
"","","","","",""
"107+790","","107+790","1267395.0976","2614043.0227","216.292"
"","","","","",""
"107+793","","107+793","1267393.7425","2614045.6992","216.325"
"","","","","",""
"107+796","","107+796","1267392.3874","2614048.3757","216.358"
"","","","","",""
"107+799","","107+799","1267391.0323","2614051.0522","216.391"
"","","","","",""
"107+802","","107+802","1267389.6771","2614053.7287","216.424"
"","","","","",""
"107+805","","107+805","1267388.3220","2614056.4052","216.457"
"","","","","",""
"W123","TS","107+806.441","1267387.6710","2614057.6910","216.473"
"","","","","",""
"107+808","SP","107+808","1267386.9669","2614059.0817","216.490"
"","","","","",""
"107+811","SP","107+811","1267385.6117","2614061.7581","216.523"
"","","","","",""
"107+814","SP","107+814","1267384.2564","2614064.4345","216.556"
"","","","","",""
"107+817","SP","107+817","1267382.9008","2614067.1108","216.589"
"","","","","",""
"107+820","SP","107+820","1267381.5449","2614069.7869","216.622"
"","","","","",""
"107+823","SP","107+823","1267380.1886","2614072.4628","216.655"
"","","","","",""
"107+826","SP","107+826","1267378.8317","2614075.1384","216.688"
"","","","","",""
"107+829","SP","107+829","1267377.4742","2614077.8137","216.721"
"","","","","",""
"107+832","SP","107+832","1267376.1160","2614080.4886","216.754"
"","","","","",""
"107+835","SP","107+835","1267374.7569","2614083.1631","216.787"
"","","","","",""
"107+838","SP","107+838","1267373.3970","2614085.8372","216.820"
"","","","","",""
"107+841","SP","107+841","1267372.0360","2614088.5107","216.853"
"","","","","",""
"107+844","SP","107+844","1267370.6739","2614091.1836","216.886"
"","","","","",""
"107+847","SP","107+847","1267369.3106","2614093.8560","216.919"
"","","","","",""
"107+850","SP","107+850","1267367.9460","2614096.5277","216.952"
"","","","","",""
"107+853","SP","107+853","1267366.5800","2614099.1986","216.985"
"","","","","",""
"107+856","SP","107+856","1267365.2126","2614101.8689","217.018"
"","","","","",""
"107+859","SP","107+859","1267363.8435","2614104.5382","217.051"
"","","","","",""
"107+862","SP","107+862","1267362.4728","2614107.2068","217.084"
"","","","","",""
"107+865","SP","107+865","1267361.1002","2614109.8744","217.117"
"","","","","",""
"107+868","SP","107+868","1267359.7258","2614112.5410","217.150"
"","","","","",""
"107+871","SP","107+871","1267358.3495","2614115.2067","217.183"
"","","","","",""
"107+874","SP","107+874","1267356.9710","2614117.8712","217.216"
"","","","","",""
"107+877","SP","107+877","1267355.5904","2614120.5347","217.249"
"","","","","",""
"107+880","SP","107+880","1267354.2076","2614123.1970","217.282"
"","","","","",""
"107+883","SP","107+883","1267352.8224","2614125.8580","217.315"
"","","","","",""
"107+886","SP","107+886","1267351.4347","2614128.5178","217.348"
"","","","","",""
"107+889","SP","107+889","1267350.0446","2614131.1763","217.381"
"","","","","",""
"107+892","SP","107+892","1267348.6517","2614133.8333","217.414"
"","","","","",""
"107+895","SP","107+895","1267347.2562","2614136.4890","217.447"
"","","","","",""
"107+898","SP","107+898","1267345.8578","2614139.1431","217.480"
"","","","","",""
"107+901","SP","107+901","1267344.4565","2614141.7958","217.513"
"","","","","",""
"107+904","SP","107+904","1267343.0523","2614144.4468","217.546"
"","","","","",""
"107+907","SP","107+907","1267341.6449","2614147.0962","217.579"
"","","","","",""
"107+910","SP","107+910","1267340.2343","2614149.7439","217.612"
"","","","","",""
"107+913","SP","107+913","1267338.8204","2614152.3898","217.645"
"","","","","",""
"107+916","SP","107+916","1267337.4031","2614155.0339","217.678"
"","","","","",""
"107+919","SP","107+919","1267335.9824","2614157.6762","217.711"
"","","","","",""
"107+922","SP","107+922","1267334.5581","2614160.3165","217.744"
"","","","","",""
"107+925","SP","107+925","1267333.1302","2614162.9549","217.777"
"","","","","",""
"107+928","SP","107+928","1267331.6984","2614165.5912","217.810"
"","","","","",""
"107+931","SP","107+931","1267330.2629","2614168.2254","217.843"
"","","","","",""
"107+934","SP","107+934","1267328.8234","2614170.8575","217.876"
"","","","","",""
"107+937","SP","107+937","1267327.3799","2614173.4874","217.909"
"","","","","",""
"107+940","SP","107+940","1267325.9322","2614176.1150","217.942"
"","","","","",""
"107+943","SP","107+943","1267324.4804","2614178.7403","217.975"
"","","","","",""
"107+946","SP","107+946","1267323.0242","2614181.3632","218.008"
"","","","","",""
"107+949","SP","107+949","1267321.5637","2614183.9837","218.041"
"","","","","",""
"107+952","SP","107+952","1267320.0987","2614186.6016","218.074"
"","","","","",""
"107+955","SP","107+955","1267318.6291","2614189.2170","218.107"
"","","","","",""
"107+958","SP","107+958","1267317.1548","2614191.8298","218.140"
"","","","","",""
"107+961","SP","107+961","1267315.6758","2614194.4399","218.173"
"","","","","",""
"107+964","SP","107+964","1267314.1920","2614197.0472","218.206"
"","","","","",""
"107+967","SP","107+967","1267312.7032","2614199.6517","218.239"
"","","","","",""
"107+970","SP","107+970","1267311.2094","2614202.2534","218.272"
"","","","","",""
"107+973","SP","107+973","1267309.7106","2614204.8521","218.305"
"","","","","",""
"107+976","SP","107+976","1267308.2065","2614207.4478","218.338"
"","","","","",""
"107+979","SP","107+979","1267306.6971","2614210.0405","218.371"
"","","","","",""
"107+982","SP","107+982","1267305.1824","2614212.6300","218.404"
"","","","","",""
"107+985","SP","107+985","1267303.6622","2614215.2163","218.437"
"","","","","",""
"107+988","SP","107+988","1267302.1365","2614217.7994","218.470"
"","","","","",""
"107+991","SP","107+991","1267300.6052","2614220.3791","218.503"
"","","","","",""
"107+994","SP","107+994","1267299.0682","2614222.9555","218.536"
"","","","","",""
"107+997","SP","107+997","1267297.5253","2614225.5283","218.569"
"","","","","",""
"108+000","SP","108+000","1267295.9766","2614228.0977","218.602"
"","","","","",""
"108+003","SP","108+003","1267294.4219","2614230.6634","218.635"
"","","","","",""
"108+006","SP","108+006","1267292.8612","2614233.2254","218.668"
"","","","","",""
"108+009","SP","108+009","1267291.2943","2614235.7838","218.701"
"","","","","",""
"108+012","SP","108+012","1267289.7213","2614238.3382","218.734"
"","","","","",""
"W124","SC","108+014.774","1267288.2610","2614240.6970","218.765"
"","","","","",""
"108+015","PC","108+015","1267288.1419","2614240.8888","218.767"
"","","","","",""
"108+018","PC","108+018","1267286.5562","2614243.4355","218.800"
"","","","","",""
"108+021","PC","108+021","1267284.9641","2614245.9782","218.833"
"","","","","",""
"108+024","PC","108+024","1267283.3657","2614248.5169","218.866"
"","","","","",""
"108+027","PC","108+027","1267281.7609","2614251.0516","218.899"
"","","","","",""
"108+030","PC","108+030","1267280.1498","2614253.5822","218.932"
"","","","","",""
"108+033","PC","108+033","1267278.5324","2614256.1089","218.965"
"","","","","",""
"108+036","PC","108+036","1267276.9087","2614258.6315","218.998"
"","","","","",""
"108+039","PC","108+039","1267275.2787","2614261.1500","219.031"
"","","","","",""
"BC4:7","BC","108+040.52","1267274.4504","2614262.4245","219.048"
"","","","","",""
"108+042","PC","108+042","1267273.6423","2614263.6645","219.064"
"","","","","",""
"108+045","PC","108+045","1267271.9997","2614266.1748","219.098"
"","","","","",""
"108+048","PC","108+048","1267270.3508","2614268.6810","219.134"
"","","","","",""
"108+051","PC","108+051","1267268.6957","2614271.1831","219.170"
"","","","","",""
"108+054","PC","108+054","1267267.0343","2614273.6811","219.208"
"","","","","",""
"108+057","PC","108+057","1267265.3667","2614276.1749","219.247"
"","","","","",""
"108+060","PC","108+060","1267263.6928","2614278.6645","219.287"
"","","","","",""
"108+063","PC","108+063","1267262.0128","2614281.1499","219.329"
"","","","","",""
"108+066","PC","108+066","1267260.3265","2614283.6311","219.371"
"","","","","",""
"108+069","PC","108+069","1267258.6340","2614286.1081","219.415"
"","","","","",""
"108+072","PC","108+072","1267256.9353","2614288.5809","219.460"
"","","","","",""
"108+075","PC","108+075","1267255.2305","2614291.0494","219.506"
"","","","","",""
"108+078","PC","108+078","1267253.5195","2614293.5136","219.554"
"","","","","",""
"108+081","PC","108+081","1267251.8023","2614295.9736","219.602"
"","","","","",""
"108+084","PC","108+084","1267250.0790","2614298.4292","219.652"
"","","","","",""
"108+087","PC","108+087","1267248.3495","2614300.8805","219.703"
"","","","","",""
"108+090","PC","108+090","1267246.6140","2614303.3275","219.755"
"","","","","",""
"108+093","PC","108+093","1267244.8723","2614305.7702","219.809"
"","","","","",""
"108+096","PC","108+096","1267243.1245","2614308.2085","219.863"
"","","","","",""
"108+099","PC","108+099","1267241.3706","2614310.6424","219.919"
"","","","","",""
"108+102","PC","108+102","1267239.6107","2614313.0719","219.976"
"","","","","",""
"108+105","PC","108+105","1267237.8447","2614315.4970","220.035"
"","","","","",""
"108+108","PC","108+108","1267236.0726","2614317.9177","220.094"
"","","","","",""
"108+111","PC","108+111","1267234.2945","2614320.3340","220.155"
"","","","","",""
"108+114","PC","108+114","1267232.5103","2614322.7458","220.216"
"","","","","",""
"108+117","PC","108+117","1267230.7201","2614325.1531","220.279"
"","","","","",""
"108+120","PC","108+120","1267228.9239","2614327.5559","220.344"
"","","","","",""
"108+123","PC","108+123","1267227.1217","2614329.9543","220.409"
"","","","","",""
"108+126","PC","108+126","1267225.3135","2614332.3481","220.476"
"","","","","",""
"108+129","PC","108+129","1267223.4994","2614334.7374","220.543"
"","","","","",""
"108+132","PC","108+132","1267221.6792","2614337.1222","220.612"
"","","","","",""
"108+135","PC","108+135","1267219.8532","2614339.5024","220.683"
"","","","","",""
"108+138","PC","108+138","1267218.0211","2614341.8781","220.754"
"","","","","",""
"108+141","PC","108+141","1267216.1831","2614344.2491","220.827"
"","","","","",""
"108+144","PC","108+144","1267214.3393","2614346.6155","220.901"
"","","","","",""
"108+147","PC","108+147","1267212.4895","2614348.9774","220.976"
"","","","","",""
"108+150","PC","108+150","1267210.6338","2614351.3346","221.052"
"","","","","",""
"108+153","PC","108+153","1267208.7722","2614353.6871","221.129"
"","","","","",""
"108+156","PC","108+156","1267206.9047","2614356.0350","221.208"
"","","","","",""
"108+159","PC","108+159","1267205.0314","2614358.3782","221.288"
"","","","","",""
"108+162","PC","108+162","1267203.1522","2614360.7167","221.369"
"","","","","",""
"108+165","PC","108+165","1267201.2672","2614363.0506","221.451"
"","","","","",""
"108+168","PC","108+168","1267199.3763","2614365.3797","221.534"
"","","","","",""
"108+171","PC","108+171","1267197.4797","2614367.7040","221.619"
"","","","","",""
"108+174","PC","108+174","1267195.5772","2614370.0236","221.705"
"","","","","",""
"108+177","PC","108+177","1267193.6690","2614372.3385","221.792"
"","","","","",""
"108+180","PC","108+180","1267191.7549","2614374.6486","221.880"
"","","","","",""
"108+183","PC","108+183","1267189.8351","2614376.9538","221.970"
"","","","","",""
"W125","CS","108+183.23","1267189.6880","2614377.1300","221.977"
"","","","","",""
"108+186","SP","108+186","1267187.6774","2614379.0361","222.060"
"","","","","",""
"108+189","SP","108+189","1267185.5052","2614381.1053","222.152"
"","","","","",""
"108+192","SP","108+192","1267183.3384","2614383.1801","222.245"
"","","","","",""
"108+195","SP","108+195","1267181.1769","2614385.2605","222.339"
"","","","","",""
"108+198","SP","108+198","1267179.0209","2614387.3466","222.435"
"","","","","",""
"108+201","SP","108+201","1267176.8704","2614389.4383","222.532"
"","","","","",""
"108+204","SP","108+204","1267174.7255","2614391.5358","222.629"
"","","","","",""
"108+207","SP","108+207","1267172.5863","2614393.6391","222.728"
"","","","","",""
"108+210","SP","108+210","1267170.4529","2614395.7482","222.829"
"","","","","",""
"108+213","SP","108+213","1267168.3253","2614397.8632","222.930"
"","","","","",""
"108+216","SP","108+216","1267166.2036","2614399.9842","223.033"
"","","","","",""
"108+219","SP","108+219","1267164.0880","2614402.1112","223.137"
"","","","","",""
"108+222","SP","108+222","1267161.9784","2614404.2441","223.242"
"","","","","",""
"108+225","SP","108+225","1267159.8749","2614406.3832","223.348"
"","","","","",""
"108+228","SP","108+228","1267157.7777","2614408.5284","223.455"
"","","","","",""
"108+231","SP","108+231","1267155.6869","2614410.6797","223.564"
"","","","","",""
"108+234","SP","108+234","1267153.6024","2614412.8373","223.674"
"","","","","",""
"108+237","SP","108+237","1267151.5245","2614415.0011","223.785"
"","","","","",""
"108+240","SP","108+240","1267149.4531","2614417.1712","223.897"
"","","","","",""
"108+243","SP","108+243","1267147.3883","2614419.3476","224.011"
"","","","","",""
"108+246","SP","108+246","1267145.3303","2614421.5304","224.125"
"","","","","",""
"108+249","SP","108+249","1267143.2791","2614423.7196","224.241"
"","","","","",""
"108+252","SP","108+252","1267141.2349","2614425.9153","224.358"
"","","","","",""
"108+255","SP","108+255","1267139.1976","2614428.1175","224.477"
"","","","","",""
"108+258","SP","108+258","1267137.1674","2614430.3262","224.596"
"","","","","",""
"108+261","SP","108+261","1267135.1444","2614432.5414","224.717"
"","","","","",""
"108+264","SP","108+264","1267133.1287","2614434.7633","224.839"
"","","","","",""
"108+267","SP","108+267","1267131.1203","2614436.9918","224.962"
"","","","","",""
"108+270","SP","108+270","1267129.1193","2614439.2270","225.086"
"","","","","",""
"108+273","SP","108+273","1267127.1258","2614441.4689","225.212"
"","","","","",""
"108+276","SP","108+276","1267125.1400","2614443.7176","225.338"
"","","","","",""
"108+279","SP","108+279","1267123.1619","2614445.9730","225.466"
"","","","","",""
"108+282","SP","108+282","1267121.1915","2614448.2352","225.595"
"","","","","",""
"108+285","SP","108+285","1267119.2291","2614450.5043","225.725"
"","","","","",""
"108+288","SP","108+288","1267117.2746","2614452.7803","225.857"
"","","","","",""
"108+291","SP","108+291","1267115.3281","2614455.0631","225.990"
"","","","","",""
"108+294","SP","108+294","1267113.3899","2614457.3529","226.124"
"","","","","",""
"108+297","SP","108+297","1267111.4599","2614459.6497","226.259"
"","","","","",""
"108+300","SP","108+300","1267109.5382","2614461.9534","226.395"
"","","","","",""
"108+303","SP","108+303","1267107.6250","2614464.2642","226.532"
"","","","","",""
"W126","SC","108+304.604","1267106.6060","2614465.5020","226.606"
"","","","","",""
"108+306","PC","108+306","1267105.5828","2614466.4525","226.671"
"","","","","",""
"108+309","PC","108+309","1267103.3793","2614468.4883","226.811"
"","","","","",""
"108+312","PC","108+312","1267101.1683","2614470.5159","226.952"
"","","","","",""
"108+315","PC","108+315","1267098.9498","2614472.5354","227.094"
"","","","","",""
"108+318","PC","108+318","1267096.7238","2614474.5466","227.238"
"","","","","",""
"108+321","PC","108+321","1267094.4904","2614476.5495","227.383"
"","","","","",""
"108+324","PC","108+324","1267092.2495","2614478.5442","227.528"
"","","","","",""
"108+327","PC","108+327","1267090.0013","2614480.5305","227.676"
"","","","","",""
"108+330","PC","108+330","1267087.7458","2614482.5085","227.824"
"","","","","",""
"EC4:5","EC","108+333","1267085.4830","2614484.4782","227.973"
"","","","","",""
"108+336","PC","108+336","1267083.2128","2614486.4394","228.123"
"","","","","",""
"108+339","PC","108+339","1267080.9355","2614488.3923","228.273"
"","","","","",""
"108+342","PC","108+342","1267078.6509","2614490.3367","228.423"
"","","","","",""
"108+345","PC","108+345","1267076.3591","2614492.2726","228.573"
"","","","","",""
"108+348","PC","108+348","1267074.0601","2614494.2000","228.723"
"","","","","",""
"108+351","PC","108+351","1267071.7541","2614496.1188","228.873"
"","","","","",""
"108+354","PC","108+354","1267069.4409","2614498.0292","229.023"
"","","","","",""
"108+357","PC","108+357","1267067.1207","2614499.9309","229.173"
"","","","","",""
"108+360","PC","108+360","1267064.7935","2614501.8240","229.323"
"","","","","",""
"108+363","PC","108+363","1267062.4593","2614503.7085","229.473"
"","","","","",""
