,A. Point Coordinates x,B. Point Coordinates y,C. Normal Vector x,D. Normal Vector y,E. Settlement [mm],F. Tangentenneigung,G. DC_Beta,H. DC_Settlement,I. DamageClass,z_0
44,2612414.0361,1269051.2015,2612417.51704,1269049.23096,-76.987385298,0.0116455448187,DC3,DC3,DC3,8.3078
45,2612414.0361,1269051.2015,2612418.38728,1269048.73833,-64.2340504395,0.0127533348585,DC3,DC3,DC3,8.3078
46,2612414.0361,1269051.2015,2612419.25752,1269048.24569,-51.4792631457,0.0127547872937,DC3,DC3,DC3,8.3078
47,2612414.0361,1269051.2015,2612420.12775,1269047.75306,-39.6296841212,0.0118495790245,DC3,DC3,DC3,8.3078
48,2612414.0361,1269051.2015,2612420.99799,1269047.26042,-29.3042205737,0.0103254635475,DC3,DC2,DC3,8.3078
49,2612414.0361,1269051.2015,2612421.86822,1269046.76779,-20.8142618457,0.00848995872801,DC3,DC2,DC3,8.3078
50,2612414.0361,1269051.2015,2612422.73846,1269046.27515,-14.2008103671,0.00661345147861,DC3,DC2,DC3,8.3078
51,2612414.0361,1269051.2015,2612423.6087,1269045.78252,-9.30650291123,0.00489430745588,DC3,DC1,DC3,8.3078
52,2612414.0361,1269051.2015,2612424.47893,1269045.28988,-5.85842915208,0.00344807375914,DC2,DC1,DC2,8.3078
53,2612414.0361,1269051.2015,2612425.34917,1269044.79725,-3.54239610847,0.00231603304361,DC2,DC1,DC2,8.3078
54,2612414.0361,1269051.2015,2612426.21941,1269044.30461,-2.05747391172,0.00148492219675,DC1,DC1,DC1,8.3078
55,2612414.0361,1269051.2015,2612427.08964,1269043.81198,-1.14787032202,0.000909603589694,DC1,DC1,DC1,8.3078
56,2612414.0361,1269051.2015,2612427.95988,1269043.31934,-0.61513805182,0.000532732270204,DC1,DC1,DC1,8.3078
57,2612414.0361,1269051.2015,2612428.83011,1269042.82671,-0.31664572826,0.000298492323559,DC1,DC1,DC1,8.3078
58,2612414.0361,1269051.2015,2612429.70035,1269042.33407,-0.156565456762,0.000160080271499,DC1,DC1,DC1,8.3078
59,2612414.0361,1269051.2015,2612430.57059,1269041.84144,-0.0743600272682,8.22054294934e-05,DC1,DC1,DC1,8.3078
60,2612414.0361,1269051.2015,2612431.44082,1269041.3488,-0.03392379316,4.04362341082e-05,DC1,DC1,DC1,8.3078
61,2612414.0361,1269051.2015,2612432.31106,1269040.85617,-0.0148658774391,1.90579157209e-05,DC1,DC1,DC1,8.3078
62,2612414.0361,1269051.2015,2612433.18129,1269040.36353,-0.0062574583061,8.60841913301e-06,DC1,DC1,DC1,8.3078
63,2612414.0361,1269051.2015,2612434.05153,1269039.8709,-0.00253003574086,3.72742256524e-06,DC1,DC1,DC1,8.3078
64,2612414.0361,1269051.2015,2612434.92177,1269039.37826,-0.000982599691175,1.54743604968e-06,DC1,DC1,DC1,8.3078
65,2612414.0361,1269051.2015,2612435.792,1269038.88563,-0.00036656235792,6.16037333255e-07,DC1,DC1,DC1,8.3078
66,2612414.0361,1269051.2015,2612436.66224,1269038.39299,-0.000131353116937,2.35209240983e-07,DC1,DC1,DC1,8.3078
67,2612414.0361,1269051.2015,2612437.53247,1269037.90036,-4.52120475157e-05,8.6141069421e-08,DC1,DC1,DC1,8.3078
68,2612414.0361,1269051.2015,2612438.40271,1269037.40772,-1.4948211813e-05,3.02638357027e-08,DC1,DC1,DC1,8.3078
69,2612414.0361,1269051.2015,2612439.27295,1269036.91509,-4.74728807085e-06,1.02009237421e-08,DC1,DC1,DC1,8.3078
70,2612414.0361,1269051.2015,2612440.14318,1269036.42245,-1.44818219655e-06,3.29910587429e-09,DC1,DC1,DC1,8.3078
71,2612414.0361,1269051.2015,2612441.01342,1269035.92982,-4.24347939199e-07,1.02383425735e-09,DC1,DC1,DC1,8.3078
72,2612414.0361,1269051.2015,2612441.88366,1269035.43718,-1.19437929438e-07,3.04910009761e-10,DC1,DC1,DC1,8.3078
73,2612414.0361,1269051.2015,2612442.75389,1269034.94455,-3.2291164689e-08,8.71467647489e-11,DC1,DC1,DC1,8.3078
74,2612414.0361,1269051.2015,2612443.62413,1269034.45191,-8.38583723016e-09,2.39053274588e-11,DC1,DC1,DC1,8.3078
75,2612414.0361,1269051.2015,2612444.49436,1269033.95928,-2.09184943693e-09,6.29398779323e-12,DC1,DC1,DC1,8.3078
76,2612414.0361,1269051.2015,2612445.3646,1269033.46664,-5.01228424557e-10,1.59062101237e-12,DC1,DC1,DC1,8.3078
77,2612414.0361,1269051.2015,2612446.23484,1269032.97401,-1.15361856433e-10,3.85866568125e-13,DC1,DC1,DC1,8.3078
78,2612414.0361,1269051.2015,2612447.10507,1269032.48137,-2.55041031289e-11,8.98577533036e-14,DC1,DC1,DC1,8.3078
79,2612414.0361,1269051.2015,2612447.97531,1269031.98874,-5.41600617288e-12,2.0088096956e-14,DC1,DC1,DC1,8.3078
0,2612415.514,1269048.5908,2612380.7163,1269068.31692,-4.26937994449e-12,0.0,DC1,DC1,DC1,8.4909
1,2612415.514,1269048.5908,2612381.58624,1269067.82377,-1.95577611772e-11,-1.52883812327e-14,DC1,DC1,DC1,8.4909
2,2612415.514,1269048.5908,2612382.45618,1269067.33061,-8.62065868285e-11,-6.66488256513e-14,DC1,DC1,DC1,8.4909
3,2612415.514,1269048.5908,2612383.32612,1269066.83746,-3.6561898714e-10,-2.79412400311e-13,DC1,DC1,DC1,8.4909
4,2612415.514,1269048.5908,2612384.19607,1269066.34431,-1.49205217778e-09,-1.12643319064e-12,DC1,DC1,DC1,8.4909
5,2612415.514,1269048.5908,2612385.06601,1269065.85116,-5.85876744229e-09,-4.36671526451e-12,DC1,DC1,DC1,8.4909
6,2612415.514,1269048.5908,2612385.93595,1269065.358,-2.21358134939e-08,-1.62770460516e-11,DC1,DC1,DC1,8.4909
7,2612415.514,1269048.5908,2612386.80589,1269064.86485,-8.04732782141e-08,-5.83374647202e-11,DC1,DC1,DC1,8.4909
8,2612415.514,1269048.5908,2612387.67584,1269064.3717,-2.81497718129e-07,-2.01024439915e-10,DC1,DC1,DC1,8.4909
9,2612415.514,1269048.5908,2612388.54578,1269063.87854,-9.47469073469e-07,-6.6597135534e-10,DC1,DC1,DC1,8.4909
10,2612415.514,1269048.5908,2612389.41572,1269063.38539,-3.06847215162e-06,-2.12100307815e-09,DC1,DC1,DC1,8.4909
11,2612415.514,1269048.5908,2612390.28567,1269062.89224,-9.56194647259e-06,-6.49347432097e-09,DC1,DC1,DC1,8.4909
12,2612415.514,1269048.5908,2612391.15561,1269062.39908,-2.86706414258e-05,-1.91086949532e-08,DC1,DC1,DC1,8.4909
13,2612415.514,1269048.5908,2612392.02555,1269061.90593,-8.27171360176e-05,-5.40464945918e-08,DC1,DC1,DC1,8.4909
14,2612415.514,1269048.5908,2612392.89549,1269061.41278,-0.000229625728897,-1.46908592879e-07,DC1,DC1,DC1,8.4909
15,2612415.514,1269048.5908,2612393.76544,1269060.91963,-0.000613355954246,-3.83730225349e-07,DC1,DC1,DC1,8.4909
16,2612415.514,1269048.5908,2612394.63538,1269060.42647,-0.00157641878811,-9.63062833868e-07,DC1,DC1,DC1,8.4909
17,2612415.514,1269048.5908,2612395.50532,1269059.93332,-0.00389850053172,-2.32208174361e-06,DC1,DC1,DC1,8.4909
18,2612415.514,1269048.5908,2612396.37526,1269059.44017,-0.00927663720307,-5.37813667134e-06,DC1,DC1,DC1,8.4909
19,2612415.514,1269048.5908,2612397.24521,1269058.94701,-0.0212398050195,-1.19631678164e-05,DC1,DC1,DC1,8.4909
20,2612415.514,1269048.5908,2612398.11515,1269058.45386,-0.0467926302501,-2.55528252306e-05,DC1,DC1,DC1,8.4909
21,2612415.514,1269048.5908,2612398.98509,1269057.96071,-0.0991907945486,-5.23981642985e-05,DC1,DC1,DC1,8.4909
22,2612415.514,1269048.5908,2612399.85503,1269057.46755,-0.202316945331,-0.000103126150782,DC1,DC1,DC1,8.4909
23,2612415.514,1269048.5908,2612400.72498,1269056.9744,-0.397063647926,-0.000194746702595,DC1,DC1,DC1,8.4909
24,2612415.514,1269048.5908,2612401.59492,1269056.48125,-0.749816470947,-0.000352752823021,DC1,DC1,DC1,8.4909
25,2612415.514,1269048.5908,2612402.46486,1269055.9881,-1.3624381723,-0.000612621701351,DC1,DC1,DC1,8.4909
26,2612415.514,1269048.5908,2612403.3348,1269055.49494,-2.38202112544,-0.00101958295314,DC1,DC1,DC1,8.4909
27,2612415.514,1269048.5908,2612404.20475,1269055.00179,-4.00720345813,-0.00162518233269,DC1,DC1,DC1,8.4909
28,2612415.514,1269048.5908,2612405.07469,1269054.50864,-6.48640642293,-0.0024792029648,DC2,DC1,DC2,8.4909
29,2612415.514,1269048.5908,2612405.94463,1269054.01548,-10.1026172508,-0.0036162108279,DC2,DC2,DC2,8.4909
30,2612415.514,1269048.5908,2612406.81457,1269053.52233,-15.1401654452,-0.00503754819441,DC3,DC2,DC3,8.4909
31,2612415.514,1269048.5908,2612407.68452,1269053.02918,-21.8320401477,-0.00669187470244,DC3,DC2,DC3,8.4909
32,2612415.514,1269048.5908,2612408.55446,1269052.53602,-30.2917944051,-0.00845975425744,DC3,DC3,DC3,8.4909
33,2612415.514,1269048.5908,2612409.4244,1269052.04287,-40.441071951,-0.0101492775459,DC3,DC3,DC3,8.4909
34,2612415.514,1269048.5908,2612410.29434,1269051.54972,-51.9502086007,-0.0115091366497,DC3,DC3,DC3,8.4909
35,2612415.514,1269048.5908,2612411.16429,1269051.05657,-64.2124013821,-0.0122621927814,DC3,DC3,DC3,8.4909
36,2612415.514,1269048.5908,2612412.03423,1269050.56341,-76.3690708278,-0.0121566694457,DC3,DC3,DC3,8.4909
37,2612415.514,1269048.5908,2612412.90417,1269050.07026,-87.3942944217,-0.0110252235939,DC3,DC3,DC3,8.4909
38,2612415.514,1269048.5908,2612413.77411,1269049.57711,-96.2311405474,-0.00883684612571,DC3,DC3,DC3,8.4909
39,2612415.514,1269048.5908,2612414.64406,1269049.08395,-101.956557834,-0.00572541728706,DC3,DC3,DC3,8.4909
40,2612415.514,1269048.5908,2612415.514,1269048.5908,-103.939751777,-0.0019831939421,DC1,DC3,DC3,8.4909
41,2612415.514,1269048.5908,2612416.38394,1269048.09765,-101.956557834,0.0019831939421,DC1,DC3,DC3,8.4909
