,A. Point Coordinates x,B. Point Coordinates y,C. Normal Vector x,D. Normal Vector y,E. Settlement [mm],F. Tangentenneigung,G. DC_Beta,H. DC_Settlement,I. DamageClass,z_0
32,2612383.3625,1269106.2295,2612376.35153,1269110.08259,-4.84420062734,-0.00298345405723,DC2,DC1,DC2,4.9676
33,2612383.3625,1269106.2295,2612377.2279,1269109.60095,-11.2686154327,-0.00642441480537,DC3,DC2,DC3,4.9676
34,2612383.3625,1269106.2295,2612378.10427,1269109.11932,-23.4224616181,-0.0121538461853,DC3,DC2,DC3,4.9676
35,2612383.3625,1269106.2295,2612378.98064,1269108.63768,-43.5018829878,-0.0200794213697,DC3,DC3,DC3,4.9676
36,2612383.3625,1269106.2295,2612379.85701,1269108.15604,-72.1933371551,-0.0286914541674,DC3,DC3,DC3,4.9676
37,2612383.3625,1269106.2295,2612380.73339,1269107.67441,-107.05321667,-0.0348598795147,DC3,DC3,DC3,4.9676
38,2612383.3625,1269106.2295,2612381.60976,1269107.19277,-141.845599342,-0.0347923826724,DC3,DC3,DC3,4.9676
39,2612383.3625,1269106.2295,2612382.48613,1269106.71114,-167.936676407,-0.0260910770649,DC3,DC3,DC3,4.9676
40,2612383.3625,1269106.2295,2612383.3625,1269106.2295,-177.659642153,-0.00972296574593,DC3,DC3,DC3,4.9676
41,2612383.3625,1269106.2295,2612384.23887,1269105.74786,-167.936676407,0.00972296574593,DC3,DC3,DC3,4.9676
42,2612383.3625,1269106.2295,2612385.11524,1269105.26623,-141.845599342,0.0260910770649,DC3,DC3,DC3,4.9676
43,2612383.3625,1269106.2295,2612385.99161,1269104.78459,-107.05321667,0.0347923826724,DC3,DC3,DC3,4.9676
44,2612383.3625,1269106.2295,2612386.86799,1269104.30296,-72.1933371551,0.0348598795147,DC3,DC3,DC3,4.9676
45,2612383.3625,1269106.2295,2612387.74436,1269103.82132,-43.5018829878,0.0286914541674,DC3,DC3,DC3,4.9676
46,2612383.3625,1269106.2295,2612388.62073,1269103.33968,-23.4224616181,0.0200794213697,DC3,DC2,DC3,4.9676
47,2612383.3625,1269106.2295,2612389.4971,1269102.85805,-11.2686154327,0.0121538461853,DC3,DC2,DC3,4.9676
48,2612383.3625,1269106.2295,2612390.37347,1269102.37641,-4.84420062734,0.00642441480537,DC3,DC1,DC3,4.9676
49,2612383.3625,1269106.2295,2612391.24984,1269101.89478,-1.86074657011,0.00298345405723,DC2,DC1,DC2,4.9676
50,2612383.3625,1269106.2295,2612392.12621,1269101.41314,-0.638654349908,0.0012220922202,DC1,DC1,DC1,4.9676
51,2612383.3625,1269106.2295,2612393.00259,1269100.9315,-0.195865553307,0.000442788796601,DC1,DC1,DC1,4.9676
52,2612383.3625,1269106.2295,2612393.87896,1269100.44987,-0.053673979354,0.000142191573953,DC1,DC1,DC1,4.9676
53,2612383.3625,1269106.2295,2612394.75533,1269099.96823,-0.0131426537904,4.05313255636e-05,DC1,DC1,DC1,4.9676
54,2612383.3625,1269106.2295,2612395.6317,1269099.4866,-0.00287551662193,1.02671371685e-05,DC1,DC1,DC1,4.9676
55,2612383.3625,1269106.2295,2612396.50807,1269099.00496,-0.000562162975096,2.31335364683e-06,DC1,DC1,DC1,4.9676
56,2612383.3625,1269106.2295,2612397.38444,1269098.52333,-9.82024080302e-05,4.63960567066e-07,DC1,DC1,DC1,4.9676
57,2612383.3625,1269106.2295,2612398.26081,1269098.04169,-1.53283559711e-05,8.28740520591e-08,DC1,DC1,DC1,4.9676
58,2612383.3625,1269106.2295,2612399.13719,1269097.56005,-2.13787623456e-06,1.31904797366e-08,DC1,DC1,DC1,4.9676
59,2612383.3625,1269106.2295,2612400.01356,1269097.07842,-2.66429974605e-07,1.87144625996e-09,DC1,DC1,DC1,4.9676
60,2612383.3625,1269106.2295,2612400.88993,1269096.59678,-2.96686065403e-08,2.36761368065e-10,DC1,DC1,DC1,4.9676
61,2612383.3625,1269106.2295,2612401.7663,1269096.11515,-2.95205712074e-09,2.67165494195e-11,DC1,DC1,DC1,4.9676
62,2612383.3625,1269106.2295,2612402.64267,1269095.63351,-2.62461680943e-10,2.6895954398e-12,DC1,DC1,DC1,4.9676
63,2612383.3625,1269106.2295,2612403.51904,1269095.15187,-2.08506979567e-11,2.41610982987e-13,DC1,DC1,DC1,4.9676
64,2612383.3625,1269106.2295,2612404.39541,1269094.67024,-1.48009240525e-12,1.93706055515e-14,DC1,DC1,DC1,4.9676
65,2612383.3625,1269106.2295,2612405.27178,1269094.1886,-9.38794647873e-14,1.38621294046e-15,DC1,DC1,DC1,4.9676
66,2612383.3625,1269106.2295,2612406.14816,1269093.70697,-5.32066507296e-15,8.85587997143e-17,DC1,DC1,DC1,4.9676
67,2612383.3625,1269106.2295,2612407.02453,1269093.22533,-2.69447885727e-16,5.05121718723e-18,DC1,DC1,DC1,4.9676
68,2612383.3625,1269106.2295,2612407.9009,1269092.74369,-1.21926239834e-17,2.57255261743e-19,DC1,DC1,DC1,4.9676
69,2612383.3625,1269106.2295,2612408.77727,1269092.26206,-4.92984338695e-19,1.16996396447e-20,DC1,DC1,DC1,4.9676
70,2612383.3625,1269106.2295,2612409.65364,1269091.78042,-1.78107663608e-20,4.75173572335e-22,DC1,DC1,DC1,4.9676
71,2612383.3625,1269106.2295,2612410.53001,1269091.29879,-5.74970592106e-22,1.72357957687e-23,DC1,DC1,DC1,4.9676
72,2612383.3625,1269106.2295,2612411.40638,1269090.81715,-1.65852567919e-23,5.58385335315e-25,DC1,DC1,DC1,4.9676
73,2612383.3625,1269106.2295,2612412.28276,1269090.33551,-4.27476563711e-25,1.61577802282e-26,DC1,DC1,DC1,4.9676
74,2612383.3625,1269106.2295,2612413.15913,1269089.85388,-9.84500545143e-27,4.17631558259e-28,DC1,DC1,DC1,4.9676
75,2612383.3625,1269106.2295,2612414.0355,1269089.37224,-2.02597067148e-28,9.64240838428e-30,DC1,DC1,DC1,4.9676
76,2612383.3625,1269106.2295,2612414.91187,1269088.89061,-3.72532261692e-30,1.98871744531e-31,DC1,DC1,DC1,4.9676
77,2612383.3625,1269106.2295,2612415.78824,1269088.40897,-6.12079967488e-32,3.66411462017e-33,DC1,DC1,DC1,4.9676
78,2612383.3625,1269106.2295,2612416.66461,1269087.92733,-8.98599110843e-34,6.0309397638e-35,DC1,DC1,DC1,4.9676
79,2612383.3625,1269106.2295,2612417.54098,1269087.4457,-1.17879244838e-35,8.86811186359e-37,DC1,DC1,DC1,4.9676
0,2612384.8074,1269103.6004,2612349.76403,1269122.88672,-6.32697440591e-36,0.0,DC1,DC1,DC1,5.0772
1,2612384.8074,1269103.6004,2612350.64011,1269122.40456,-4.46418833539e-34,-4.40091859133e-37,DC1,DC1,DC1,5.0772
2,2612384.8074,1269103.6004,2612351.5162,1269121.9224,-2.82807091423e-32,-2.78342903087e-35,DC1,DC1,DC1,5.0772
3,2612384.8074,1269103.6004,2612352.39228,1269121.44025,-1.60856805001e-30,-1.58028734087e-33,DC1,DC1,DC1,5.0772
4,2612384.8074,1269103.6004,2612353.26837,1269120.95809,-8.21466651902e-29,-8.05380971402e-32,DC1,DC1,DC1,5.0772
5,2612384.8074,1269103.6004,2612354.14445,1269120.47593,-3.76653314089e-27,-3.6843864757e-30,DC1,DC1,DC1,5.0772
6,2612384.8074,1269103.6004,2612355.02053,1269119.99377,-1.55058295166e-25,-1.51291762025e-28,DC1,DC1,DC1,5.0772
7,2612384.8074,1269103.6004,2612355.89662,1269119.51161,-5.73125289648e-24,-5.57619460132e-27,DC1,DC1,DC1,5.0772
8,2612384.8074,1269103.6004,2612356.7727,1269119.02946,-1.90197803204e-22,-1.84466550308e-25,DC1,DC1,DC1,5.0772
9,2612384.8074,1269103.6004,2612357.64879,1269118.5473,-5.66712480027e-21,-5.47692699707e-24,DC1,DC1,DC1,5.0772
10,2612384.8074,1269103.6004,2612358.52487,1269118.06514,-1.51607753702e-19,-1.45940628902e-22,DC1,DC1,DC1,5.0772
11,2612384.8074,1269103.6004,2612359.40096,1269117.58298,-3.64150915067e-18,-3.48990139697e-21,DC1,DC1,DC1,5.0772
12,2612384.8074,1269103.6004,2612360.27704,1269117.10082,-7.85312941376e-17,-7.4889784987e-20,DC1,DC1,DC1,5.0772
13,2612384.8074,1269103.6004,2612361.15312,1269116.61867,-1.52056664386e-15,-1.44203534972e-18,DC1,DC1,DC1,5.0772
14,2612384.8074,1269103.6004,2612362.02921,1269116.13651,-2.64344038366e-14,-2.49138371927e-17,DC1,DC1,DC1,5.0772
15,2612384.8074,1269103.6004,2612362.90529,1269115.65435,-4.12605428657e-13,-3.86171024821e-16,DC1,DC1,DC1,5.0772
16,2612384.8074,1269103.6004,2612363.78138,1269115.17219,-5.78231452566e-12,-5.369709097e-15,DC1,DC1,DC1,5.0772
17,2612384.8074,1269103.6004,2612364.65746,1269114.69003,-7.2756171976e-11,-6.69738574503e-14,DC1,DC1,DC1,5.0772
18,2612384.8074,1269103.6004,2612365.53355,1269114.20788,-8.21938506054e-10,-7.49182334078e-13,DC1,DC1,DC1,5.0772
19,2612384.8074,1269103.6004,2612366.40963,1269113.72572,-8.33700704947e-09,-7.51506854342e-12,DC1,DC1,DC1,5.0772
20,2612384.8074,1269103.6004,2612367.28571,1269113.24356,-7.5924574541e-08,-6.75875674916e-11,DC1,DC1,DC1,5.0772
21,2612384.8074,1269103.6004,2612368.1618,1269112.7614,-6.2080602241e-07,-5.44881447869e-10,DC1,DC1,DC1,5.0772
22,2612384.8074,1269103.6004,2612369.03788,1269112.27924,-4.55754359872e-06,-3.93673757631e-09,DC1,DC1,DC1,5.0772
23,2612384.8074,1269103.6004,2612369.91397,1269111.79709,-3.00404959759e-05,-2.54829523772e-08,DC1,DC1,DC1,5.0772
24,2612384.8074,1269103.6004,2612370.79005,1269111.31493,-0.000177780744939,-1.47740248964e-07,DC1,DC1,DC1,5.0772
25,2612384.8074,1269103.6004,2612371.66614,1269110.83277,-0.000944634277997,-7.66853533057e-07,DC1,DC1,DC1,5.0772
26,2612384.8074,1269103.6004,2612372.54222,1269110.35061,-0.00450654836265,-3.56191408466e-06,DC1,DC1,DC1,5.0772
27,2612384.8074,1269103.6004,2612373.4183,1269109.86845,-0.0193030407557,-1.4796492393e-05,DC1,DC1,DC1,5.0772
28,2612384.8074,1269103.6004,2612374.29439,1269109.3863,-0.0742350106757,-5.493196992e-05,DC1,DC1,DC1,5.0772
29,2612384.8074,1269103.6004,2612375.17047,1269108.90414,-0.25632630623,-0.000182091295554,DC1,DC1,DC1,5.0772
30,2612384.8074,1269103.6004,2612376.04656,1269108.42198,-0.794655583564,-0.000538329277335,DC1,DC1,DC1,5.0772
31,2612384.8074,1269103.6004,2612376.92264,1269107.93982,-2.21190288721,-0.00141724730365,DC1,DC1,DC1,5.0772
32,2612384.8074,1269103.6004,2612377.79873,1269107.45766,-5.52782808359,-0.00331592519637,DC2,DC1,DC2,5.0772
33,2612384.8074,1269103.6004,2612378.67481,1269106.97551,-12.4035030152,-0.0068756749316,DC3,DC2,DC3,5.0772
34,2612384.8074,1269103.6004,2612379.55089,1269106.49335,-24.9882326856,-0.0125847296704,DC3,DC2,DC3,5.0772
35,2612384.8074,1269103.6004,2612380.42698,1269106.01119,-45.1989225607,-0.0202106898751,DC3,DC3,DC3,5.0772
36,2612384.8074,1269103.6004,2612381.30306,1269105.52903,-73.4043807954,-0.0282054582347,DC3,DC3,DC3,5.0772
37,2612384.8074,1269103.6004,2612382.17915,1269105.04687,-107.032885287,-0.033628504492,DC3,DC3,DC3,5.0772
38,2612384.8074,1269103.6004,2612383.05523,1269104.56472,-140.124424654,-0.0330915393661,DC3,DC3,DC3,5.0772
39,2612384.8074,1269103.6004,2612383.93132,1269104.08256,-164.706905634,-0.0245824809804,DC3,DC3,DC3,5.0772
40,2612384.8074,1269103.6004,2612384.8074,1269103.6004,-173.824556519,-0.00911765088536,DC3,DC3,DC3,5.0772
41,2612384.8074,1269103.6004,2612385.68348,1269103.11824,-164.706905634,0.00911765088536,DC3,DC3,DC3,5.0772
42,2612384.8074,1269103.6004,2612386.55957,1269102.63608,-140.124424654,0.0245824809804,DC3,DC3,DC3,5.0772
43,2612384.8074,1269103.6004,2612387.43565,1269102.15393,-107.032885287,0.0330915393661,DC3,DC3,DC3,5.0772
44,2612384.8074,1269103.6004,2612388.31174,1269101.67177,-73.4043807954,0.033628504492,DC3,DC3,DC3,5.0772
45,2612384.8074,1269103.6004,2612389.18782,1269101.18961,-45.1989225607,0.0282054582347,DC3,DC3,DC3,5.0772
46,2612384.8074,1269103.6004,2612390.06391,1269100.70745,-24.9882326856,0.0202106898751,DC3,DC2,DC3,5.0772
47,2612384.8074,1269103.6004,2612390.93999,1269100.22529,-12.4035030152,0.0125847296704,DC3,DC2,DC3,5.0772
48,2612384.8074,1269103.6004,2612391.81607,1269099.74314,-5.52782808359,0.0068756749316,DC3,DC1,DC3,5.0772
49,2612384.8074,1269103.6004,2612392.69216,1269099.26098,-2.21190288721,0.00331592519637,DC2,DC1,DC2,5.0772
50,2612384.8074,1269103.6004,2612393.56824,1269098.77882,-0.794655583564,0.00141724730365,DC1,DC1,DC1,5.0772
51,2612384.8074,1269103.6004,2612394.44433,1269098.29666,-0.25632630623,0.000538329277335,DC1,DC1,DC1,5.0772
52,2612384.8074,1269103.6004,2612395.32041,1269097.8145,-0.0742350106757,0.000182091295554,DC1,DC1,DC1,5.0772
53,2612384.8074,1269103.6004,2612396.1965,1269097.33235,-0.0193030407557,5.493196992e-05,DC1,DC1,DC1,5.0772
54,2612384.8074,1269103.6004,2612397.07258,1269096.85019,-0.00450654836265,1.4796492393e-05,DC1,DC1,DC1,5.0772
55,2612384.8074,1269103.6004,2612397.94866,1269096.36803,-0.000944634277997,3.56191408466e-06,DC1,DC1,DC1,5.0772
56,2612384.8074,1269103.6004,2612398.82475,1269095.88587,-0.000177780744939,7.66853533057e-07,DC1,DC1,DC1,5.0772
57,2612384.8074,1269103.6004,2612399.70083,1269095.40371,-3.00404959759e-05,1.47740248964e-07,DC1,DC1,DC1,5.0772
58,2612384.8074,1269103.6004,2612400.57692,1269094.92156,-4.55754359872e-06,2.54829523772e-08,DC1,DC1,DC1,5.0772
59,2612384.8074,1269103.6004,2612401.453,1269094.4394,-6.2080602241e-07,3.93673757631e-09,DC1,DC1,DC1,5.0772
60,2612384.8074,1269103.6004,2612402.32909,1269093.95724,-7.5924574541e-08,5.44881447869e-10,DC1,DC1,DC1,5.0772
61,2612384.8074,1269103.6004,2612403.20517,1269093.47508,-8.33700704947e-09,6.75875674916e-11,DC1,DC1,DC1,5.0772
62,2612384.8074,1269103.6004,2612404.08125,1269092.99292,-8.21938506054e-10,7.51506854342e-12,DC1,DC1,DC1,5.0772
63,2612384.8074,1269103.6004,2612404.95734,1269092.51077,-7.2756171976e-11,7.49182334078e-13,DC1,DC1,DC1,5.0772
64,2612384.8074,1269103.6004,2612405.83342,1269092.02861,-5.78231452566e-12,6.69738574503e-14,DC1,DC1,DC1,5.0772
65,2612384.8074,1269103.6004,2612406.70951,1269091.54645,-4.12605428657e-13,5.369709097e-15,DC1,DC1,DC1,5.0772
66,2612384.8074,1269103.6004,2612407.58559,1269091.06429,-2.64344038366e-14,3.86171024821e-16,DC1,DC1,DC1,5.0772
67,2612384.8074,1269103.6004,2612408.46168,1269090.58213,-1.52056664386e-15,2.49138371927e-17,DC1,DC1,DC1,5.0772
68,2612384.8074,1269103.6004,2612409.33776,1269090.09998,-7.85312941376e-17,1.44203534972e-18,DC1,DC1,DC1,5.0772
69,2612384.8074,1269103.6004,2612410.21384,1269089.61782,-3.64150915067e-18,7.4889784987e-20,DC1,DC1,DC1,5.0772
70,2612384.8074,1269103.6004,2612411.08993,1269089.13566,-1.51607753702e-19,3.48990139697e-21,DC1,DC1,DC1,5.0772
71,2612384.8074,1269103.6004,2612411.96601,1269088.6535,-5.66712480027e-21,1.45940628902e-22,DC1,DC1,DC1,5.0772
72,2612384.8074,1269103.6004,2612412.8421,1269088.17134,-1.90197803204e-22,5.47692699707e-24,DC1,DC1,DC1,5.0772
73,2612384.8074,1269103.6004,2612413.71818,1269087.68919,-5.73125289648e-24,1.84466550308e-25,DC1,DC1,DC1,5.0772
74,2612384.8074,1269103.6004,2612414.59427,1269087.20703,-1.55058295166e-25,5.57619460132e-27,DC1,DC1,DC1,5.0772
75,2612384.8074,1269103.6004,2612415.47035,1269086.72487,-3.76653314089e-27,1.51291762025e-28,DC1,DC1,DC1,5.0772
76,2612384.8074,1269103.6004,2612416.34643,1269086.24271,-8.21466651902e-29,3.6843864757e-30,DC1,DC1,DC1,5.0772
77,2612384.8074,1269103.6004,2612417.22252,1269085.76055,-1.60856805001e-30,8.05380971402e-32,DC1,DC1,DC1,5.0772
78,2612384.8074,1269103.6004,2612418.0986,1269085.2784,-2.82807091423e-32,1.58028734087e-33,DC1,DC1,DC1,5.0772
79,2612384.8074,1269103.6004,2612418.97469,1269084.79624,-4.46418833539e-34,2.78342903087e-35,DC1,DC1,DC1,5.0772
0,2612386.2539,1269100.9721,2612351.22234,1269120.27986,-4.30123595359e-33,0.0,DC1,DC1,DC1,5.2822
1,2612386.2539,1269100.9721,2612352.09813,1269119.79717,-2.19503425691e-31,-2.15202189737e-34,DC1,DC1,DC1,5.2822
2,2612386.2539,1269100.9721,2612352.97391,1269119.31447,-1.01403437722e-29,-9.92084034651e-33,DC1,DC1,DC1,5.2822
3,2612386.2539,1269100.9721,2612353.8497,1269118.83178,-4.24060084275e-28,-4.13919740503e-31,DC1,DC1,DC1,5.2822
4,2612386.2539,1269100.9721,2612354.72549,1269118.34908,-1.60533418181e-26,-1.56292817339e-29,DC1,DC1,DC1,5.2822
5,2612386.2539,1269100.9721,2612355.60128,1269117.86639,-5.50131929116e-25,-5.34078587298e-28,DC1,DC1,DC1,5.2822
6,2612386.2539,1269100.9721,2612356.47707,1269117.3837,-1.70659941027e-23,-1.65158621736e-26,DC1,DC1,DC1,5.2822
7,2612386.2539,1269100.9721,2612357.35286,1269116.901,-4.79247296481e-22,-4.62181302378e-25,DC1,DC1,DC1,5.2822
8,2612386.2539,1269100.9721,2612358.22865,1269116.41831,-1.21829115988e-20,-1.17036643023e-23,DC1,DC1,DC1,5.2822
9,2612386.2539,1269100.9721,2612359.10444,1269115.93561,-2.80353417871e-19,-2.68170506272e-22,DC1,DC1,DC1,5.2822
10,2612386.2539,1269100.9721,2612359.98023,1269115.45292,-5.84014941285e-18,-5.55979599498e-21,DC1,DC1,DC1,5.2822
11,2612386.2539,1269100.9721,2612360.85602,1269114.97023,-1.10129939861e-16,-1.04289790448e-19,DC1,DC1,DC1,5.2822
12,2612386.2539,1269100.9721,2612361.73181,1269114.48753,-1.87996683093e-15,-1.76983689107e-18,DC1,DC1,DC1,5.2822
13,2612386.2539,1269100.9721,2612362.60759,1269114.00484,-2.9050814456e-14,-2.7170847625e-17,DC1,DC1,DC1,5.2822
14,2612386.2539,1269100.9721,2612363.48338,1269113.52214,-4.06377616889e-13,-3.77326802433e-16,DC1,DC1,DC1,5.2822
15,2612386.2539,1269100.9721,2612364.35917,1269113.03945,-5.14593844155e-12,-4.73956082466e-15,DC1,DC1,DC1,5.2822
16,2612386.2539,1269100.9721,2612365.23496,1269112.55676,-5.89878727893e-11,-5.38419343477e-14,DC1,DC1,DC1,5.2822
17,2612386.2539,1269100.9721,2612366.11075,1269112.07406,-6.12102599997e-10,-5.53114727208e-13,DC1,DC1,DC1,5.2822
18,2612386.2539,1269100.9721,2612366.98654,1269111.59137,-5.74975122389e-09,-5.1376486239e-12,DC1,DC1,DC1,5.2822
19,2612386.2539,1269100.9721,2612367.86233,1269111.10867,-4.88919349603e-08,-4.31421837364e-11,DC1,DC1,DC1,5.2822
20,2612386.2539,1269100.9721,2612368.73812,1269110.62598,-3.76347241585e-07,-3.27455306624e-10,DC1,DC1,DC1,5.2822
21,2612386.2539,1269100.9721,2612369.61391,1269110.14329,-2.62242810113e-06,-2.24608085954e-09,DC1,DC1,DC1,5.2822
22,2612386.2539,1269100.9721,2612370.4897,1269109.66059,-1.65417625976e-05,-1.39193344965e-08,DC1,DC1,DC1,5.2822
23,2612386.2539,1269100.9721,2612371.36549,1269109.1779,-9.44546445886e-05,-7.7912881991e-08,DC1,DC1,DC1,5.2822
24,2612386.2539,1269100.9721,2612372.24127,1269108.6952,-0.00048823419536,-3.93779550771e-07,DC1,DC1,DC1,5.2822
25,2612386.2539,1269100.9721,2612373.11706,1269108.21251,-0.00228452760359,-1.79629340823e-06,DC1,DC1,DC1,5.2822
26,2612386.2539,1269100.9721,2612373.99285,1269107.72982,-0.0096767153741,-7.39218777051e-06,DC1,DC1,DC1,5.2822
27,2612386.2539,1269100.9721,2612374.86864,1269107.24712,-0.0371041823107,-2.74274669366e-05,DC1,DC1,DC1,5.2822
28,2612386.2539,1269100.9721,2612375.74443,1269106.76443,-0.128789691871,-9.16855095605e-05,DC1,DC1,DC1,5.2822
29,2612386.2539,1269100.9721,2612376.62022,1269106.28173,-0.404671560376,-0.000275881868505,DC1,DC1,DC1,5.2822
30,2612386.2539,1269100.9721,2612377.49601,1269105.79904,-1.15103254872,-0.000746360988342,DC1,DC1,DC1,5.2822
31,2612386.2539,1269100.9721,2612378.3718,1269105.31635,-2.96371109728,-0.00181267854857,DC1,DC1,DC1,5.2822
32,2612386.2539,1269100.9721,2612379.24759,1269104.83365,-6.90792269468,-0.0039442115974,DC2,DC1,DC2,5.2822
33,2612386.2539,1269100.9721,2612380.12338,1269104.35096,-14.575464774,-0.00766754207936,DC3,DC2,DC3,5.2822
34,2612386.2539,1269100.9721,2612380.99917,1269103.86826,-27.8394529103,-0.0132639881362,DC3,DC2,DC3,5.2822
35,2612386.2539,1269100.9721,2612381.87495,1269103.38557,-48.135149121,-0.0202956962107,DC3,DC3,DC3,5.2822
36,2612386.2539,1269100.9721,2612382.75074,1269102.90288,-75.3402900084,-0.0272051408874,DC3,DC3,DC3,5.2822
37,2612386.2539,1269100.9721,2612383.62653,1269102.42018,-106.74697935,-0.0314066893413,DC3,DC3,DC3,5.2822
38,2612386.2539,1269100.9721,2612384.50232,1269101.93749,-136.913805665,-0.0301668263157,DC3,DC3,DC3,5.2822
39,2612386.2539,1269100.9721,2612385.37811,1269101.45479,-158.965262297,-0.0220514566311,DC3,DC3,DC3,5.2822
40,2612386.2539,1269100.9721,2612386.2539,1269100.9721,-167.078497285,-0.00811323498864,DC3,DC3,DC3,5.2822
41,2612386.2539,1269100.9721,2612387.12969,1269100.48941,-158.965262297,0.00811323498864,DC3,DC3,DC3,5.2822
42,2612386.2539,1269100.9721,2612388.00548,1269100.00671,-136.913805665,0.0220514566311,DC3,DC3,DC3,5.2822
43,2612386.2539,1269100.9721,2612388.88127,1269099.52402,-106.74697935,0.0301668263157,DC3,DC3,DC3,5.2822
44,2612386.2539,1269100.9721,2612389.75706,1269099.04132,-75.3402900084,0.0314066893413,DC3,DC3,DC3,5.2822
45,2612386.2539,1269100.9721,2612390.63285,1269098.55863,-48.135149121,0.0272051408874,DC3,DC3,DC3,5.2822
46,2612386.2539,1269100.9721,2612391.50863,1269098.07594,-27.8394529103,0.0202956962107,DC3,DC2,DC3,5.2822
47,2612386.2539,1269100.9721,2612392.38442,1269097.59324,-14.575464774,0.0132639881362,DC3,DC2,DC3,5.2822
48,2612386.2539,1269100.9721,2612393.26021,1269097.11055,-6.90792269468,0.00766754207936,DC3,DC1,DC3,5.2822
49,2612386.2539,1269100.9721,2612394.136,1269096.62785,-2.96371109728,0.0039442115974,DC2,DC1,DC2,5.2822
50,2612386.2539,1269100.9721,2612395.01179,1269096.14516,-1.15103254872,0.00181267854857,DC1,DC1,DC1,5.2822
51,2612386.2539,1269100.9721,2612395.88758,1269095.66247,-0.404671560376,0.000746360988342,DC1,DC1,DC1,5.2822
52,2612386.2539,1269100.9721,2612396.76337,1269095.17977,-0.128789691871,0.000275881868505,DC1,DC1,DC1,5.2822
53,2612386.2539,1269100.9721,2612397.63916,1269094.69708,-0.0371041823107,9.16855095605e-05,DC1,DC1,DC1,5.2822
54,2612386.2539,1269100.9721,2612398.51495,1269094.21438,-0.0096767153741,2.74274669366e-05,DC1,DC1,DC1,5.2822
55,2612386.2539,1269100.9721,2612399.39074,1269093.73169,-0.00228452760359,7.39218777051e-06,DC1,DC1,DC1,5.2822
56,2612386.2539,1269100.9721,2612400.26653,1269093.249,-0.00048823419536,1.79629340823e-06,DC1,DC1,DC1,5.2822
57,2612386.2539,1269100.9721,2612401.14231,1269092.7663,-9.44546445886e-05,3.93779550771e-07,DC1,DC1,DC1,5.2822
58,2612386.2539,1269100.9721,2612402.0181,1269092.28361,-1.65417625976e-05,7.7912881991e-08,DC1,DC1,DC1,5.2822
59,2612386.2539,1269100.9721,2612402.89389,1269091.80091,-2.62242810113e-06,1.39193344965e-08,DC1,DC1,DC1,5.2822
60,2612386.2539,1269100.9721,2612403.76968,1269091.31822,-3.76347241585e-07,2.24608085954e-09,DC1,DC1,DC1,5.2822
61,2612386.2539,1269100.9721,2612404.64547,1269090.83553,-4.88919349603e-08,3.27455306624e-10,DC1,DC1,DC1,5.2822
62,2612386.2539,1269100.9721,2612405.52126,1269090.35283,-5.74975122389e-09,4.31421837364e-11,DC1,DC1,DC1,5.2822
63,2612386.2539,1269100.9721,2612406.39705,1269089.87014,-6.12102599997e-10,5.1376486239e-12,DC1,DC1,DC1,5.2822
64,2612386.2539,1269100.9721,2612407.27284,1269089.38744,-5.89878727893e-11,5.53114727208e-13,DC1,DC1,DC1,5.2822
65,2612386.2539,1269100.9721,2612408.14863,1269088.90475,-5.14593844155e-12,5.38419343477e-14,DC1,DC1,DC1,5.2822
66,2612386.2539,1269100.9721,2612409.02442,1269088.42206,-4.06377616889e-13,4.73956082466e-15,DC1,DC1,DC1,5.2822
67,2612386.2539,1269100.9721,2612409.90021,1269087.93936,-2.9050814456e-14,3.77326802433e-16,DC1,DC1,DC1,5.2822
68,2612386.2539,1269100.9721,2612410.77599,1269087.45667,-1.87996683093e-15,2.7170847625e-17,DC1,DC1,DC1,5.2822
69,2612386.2539,1269100.9721,2612411.65178,1269086.97397,-1.10129939861e-16,1.76983689107e-18,DC1,DC1,DC1,5.2822
70,2612386.2539,1269100.9721,2612412.52757,1269086.49128,-5.84014941285e-18,1.04289790448e-19,DC1,DC1,DC1,5.2822
71,2612386.2539,1269100.9721,2612413.40336,1269086.00859,-2.80353417871e-19,5.55979599498e-21,DC1,DC1,DC1,5.2822
72,2612386.2539,1269100.9721,2612414.27915,1269085.52589,-1.21829115988e-20,2.68170506272e-22,DC1,DC1,DC1,5.2822
73,2612386.2539,1269100.9721,2612415.15494,1269085.0432,-4.79247296481e-22,1.17036643023e-23,DC1,DC1,DC1,5.2822
74,2612386.2539,1269100.9721,2612416.03073,1269084.5605,-1.70659941027e-23,4.62181302378e-25,DC1,DC1,DC1,5.2822
75,2612386.2539,1269100.9721,2612416.90652,1269084.07781,-5.50131929116e-25,1.65158621736e-26,DC1,DC1,DC1,5.2822
76,2612386.2539,1269100.9721,2612417.78231,1269083.59512,-1.60533418181e-26,5.34078587298e-28,DC1,DC1,DC1,5.2822
77,2612386.2539,1269100.9721,2612418.6581,1269083.11242,-4.24060084275e-28,1.56292817339e-29,DC1,DC1,DC1,5.2822
78,2612386.2539,1269100.9721,2612419.53389,1269082.62973,-1.01403437722e-29,4.13919740503e-31,DC1,DC1,DC1,5.2822
79,2612386.2539,1269100.9721,2612420.40967,1269082.14703,-2.19503425691e-31,9.92084034651e-33,DC1,DC1,DC1,5.2822
0,2612387.702,1269098.3447,2612352.68169,1269117.67287,-9.65512430161e-32,0.0,DC1,DC1,DC1,5.3892
