"Point","Type","Station","Northing","Easting","Elevation"
"","","","","",""
"208+285","PC","208+285","1267134.7425","2614487.5456","227.084"
"","","","","",""
"208+290:2","PC","208+290","1267130.9728","2614490.8302","227.320"
"","","","","",""
"EC6:2","PC","208+291.353","1267129.9494","2614491.7152","227.385"
"","","","","",""
"EC6:3","PC","208+295","1267127.1836","2614494.0924","227.560"
"","","","","",""
"208+300:2","PC","208+300","1267123.3750","2614497.3320","227.802"
"","","","","",""
"208+305:1","PC","208+305","1267119.5472","2614500.5488","228.044"
"","","","","",""
"208+310:1","PC","208+310","1267115.7003","2614503.7428","228.286"
"","","","","",""
"208+315","PC","208+315","1267111.8345","2614506.9138","228.528"
"","","","","",""
"208+320:2","PC","208+320","1267107.9499","2614510.0618","228.770"
"","","","","",""
"BC7:5","PC","208+321.007","1267107.1653","2614510.6929","228.818"
"","","","","",""
"208+325","PC","208+325","1267104.0466","2614513.1865","229.012"
"","","","","",""
"208+330:1","PC","208+330","1267100.1248","2614516.2880","229.253"
"","","","","",""
"208+335:1","PC","208+335","1267096.1846","2614519.3661","229.495"
"","","","","",""
"208+340:1","PC","208+340","1267092.2261","2614522.4207","229.737"
"","","","","",""
"208+345","PC","208+345","1267088.2496","2614525.4517","229.979"
"","","","","",""
"208+350:2","PC","208+350","1267084.2550","2614528.4589","230.221"
"","","","","",""
"208+355","PC","208+355","1267080.2426","2614531.4424","230.463"
"","","","","",""
"208+360:1","PC","208+360","1267076.2126","2614534.4018","230.705"
"","","","","",""
"208+365:1","PC","208+365","1267072.1650","2614537.3373","230.947"
"","","","","",""
"208+370:1","PC","208+370","1267068.1000","2614540.2486","231.188"
"","","","","",""
"208+375","PC","208+375","1267064.0177","2614543.1356","231.430"
"","","","","",""
"208+380:2","PC","208+380","1267059.9183","2614545.9983","231.672"
"","","","","",""
"208+385","PC","208+385","1267055.8020","2614548.8366","231.914"
"","","","","",""
"208+390:1","PC","208+390","1267051.6688","2614551.6503","232.156"
"","","","","",""
"208+395:1","PC","208+395","1267047.5190","2614554.4393","232.398"
"","","","","",""
"208+400:2","PC","208+400","1267043.3526","2614557.2036","232.640"
"","","","","",""
"208+405","PC","208+405","1267039.1699","2614559.9431","232.882"
"","","","","",""
"208+410:2","PC","208+410","1267034.9709","2614562.6576","233.123"
"","","","","",""
"208+415","PC","208+415","1267030.7558","2614565.3470","233.365"
"","","","","",""
"208+420:1","PC","208+420","1267026.5248","2614568.0113","233.607"
"","","","","",""
"208+425:1","PC","208+425","1267022.2781","2614570.6504","233.849"
"","","","","",""
"208+430:1","PC","208+430","1267018.0156","2614573.2642","234.091"
"","","","","",""
"208+435","PC","208+435","1267013.7377","2614575.8525","234.333"
"","","","","",""
"208+440:2","PC","208+440","1267009.4445","2614578.4154","234.575"
"","","","","",""
"208+445","PC","208+445","1267005.1361","2614580.9526","234.817"
"","","","","",""
"208+450:1","PC","208+450","1267000.8127","2614583.4641","235.058"
"","","","","",""
"208+455:1","PC","208+455","1266996.4744","2614585.9499","235.300"
"","","","","",""
"208+460:1","PC","208+460","1266992.1213","2614588.4098","235.542"
"","","","","",""
"208+465","PC","208+465","1266987.7538","2614590.8438","235.784"
"","","","","",""
"208+470:2","PC","208+470","1266983.3718","2614593.2517","236.026"
"","","","","",""
"208+475","PC","208+475","1266978.9755","2614595.6334","236.268"
"","","","","",""
"208+480:1","PC","208+480","1266974.5651","2614597.9890","236.510"
"","","","","",""
"208+485:1","PC","208+485","1266970.1409","2614600.3183","236.752"
"","","","","",""
"208+490:1","PC","208+490","1266965.7028","2614602.6212","236.993"
"","","","","",""
"208+495","PC","208+495","1266961.2511","2614604.8976","237.235"
"","","","","",""
"208+500:3","PC","208+500","1266956.7859","2614607.1475","237.477"
"","","","","",""
"208+505","PC","208+505","1266952.3074","2614609.3708","237.719"
"","","","","",""
"208+510:1","PC","208+510","1266947.8157","2614611.5674","237.961"
"","","","","",""
"208+515:1","PC","208+515","1266943.3111","2614613.7372","238.203"
"","","","","",""
"208+520:1","PC","208+520","1266938.7936","2614615.8802","238.445"
"","","","","",""
"208+525","PC","208+525","1266934.2634","2614617.9962","238.687"
"","","","","",""
"208+530:2","PC","208+530","1266929.7208","2614620.0852","238.928"
"","","","","",""
"208+535","PC","208+535","1266925.1657","2614622.1472","239.170"
"","","","","",""
"208+540:1","PC","208+540","1266920.5985","2614624.1820","239.412"
"","","","","",""
"EC7:3","PC","208+545","1266916.0193","2614626.1896","239.654"
"","","","","",""
"208+550:1","PC","208+550","1266911.4281","2614628.1699","239.896"
"","","","","",""
"208+555","PC","208+555","1266906.8253","2614630.1228","240.138"
"","","","","",""
"208+560:2","PC","208+560","1266902.2110","2614632.0483","240.380"
"","","","","",""
"208+565","PC","208+565","1266897.5852","2614633.9463","240.622"
"","","","","",""
"208+570:1","PC","208+570","1266892.9482","2614635.8167","240.863"
"","","","","",""
"208+575:1","PC","208+575","1266888.3002","2614637.6595","241.105"
"","","","","",""
"208+580:1","PC","208+580","1266883.6413","2614639.4746","241.347"
"","","","","",""
"208+585","PC","208+585","1266878.9717","2614641.2619","241.589"
"","","","","",""
"208+590:2","PC","208+590","1266874.2915","2614643.0214","241.831"
"","","","","",""
"208+595","PC","208+595","1266869.6010","2614644.7530","242.073"
"","","","","",""
"208+600:2","PC","208+600","1266864.9002","2614646.4567","242.315"
"","","","","",""
"208+605:1","PC","208+605","1266860.1893","2614648.1323","242.557"
"","","","","",""
"208+610:1","PC","208+610","1266855.4686","2614649.7799","242.798"
"","","","","",""
"208+615","PC","208+615","1266850.7381","2614651.3994","243.040"
"","","","","",""
"BC8:5","PC","208+616.813","1266849.0205","2614651.9796","243.128"
"","","","","",""
"208+620:2","PC","208+620","1266845.9981","2614652.9907","243.282"
"","","","","",""
"208+625","PC","208+625","1266841.2487","2614654.5537","243.524"
"","","","","",""
"208+630:1","PC","208+630","1266836.4900","2614656.0884","243.766"
"","","","","",""
"208+635:1","PC","208+635","1266831.7224","2614657.5948","244.008"
"","","","","",""
"208+640:1","PC","208+640","1266826.9458","2614659.0727","244.250"
"","","","","",""
"208+645","PC","208+645","1266822.1605","2614660.5223","244.492"
"","","","","",""
"208+650:2","PC","208+650","1266817.3667","2614661.9433","244.733"
"","","","","",""
"208+655","PC","208+655","1266812.5645","2614663.3357","244.975"
"","","","","",""
"208+660:1","PC","208+660","1266807.7541","2614664.6995","245.217"
"","","","","",""
"208+665:1","PC","208+665","1266802.9357","2614666.0347","245.459"
"","","","","",""
"208+670:1","PC","208+670","1266798.1094","2614667.3412","245.701"
"","","","","",""
"208+675","PC","208+675","1266793.2754","2614668.6189","245.943"
"","","","","",""
"208+680:2","PC","208+680","1266788.4339","2614669.8678","246.185"
"","","","","",""
"208+685","PC","208+685","1266783.5851","2614671.0879","246.427"
"","","","","",""
"208+690:1","PC","208+690","1266778.7291","2614672.2791","246.669"
"","","","","",""
"208+695:1","PC","208+695","1266773.8660","2614673.4414","246.910"
"","","","","",""
"208+700:2","PC","208+700","1266768.9962","2614674.5747","247.152"
"","","","","",""
"208+705","PC","208+705","1266764.1197","2614675.6790","247.394"
"","","","","",""
"208+710:2","PC","208+710","1266759.2367","2614676.7542","247.636"
"","","","","",""
"208+715","PC","208+715","1266754.3473","2614677.8004","247.878"
"","","","","",""
"208+720:1","PC","208+720","1266749.4519","2614678.8175","248.120"
"","","","","",""
"208+725:1","PC","208+725","1266744.5504","2614679.8054","248.362"
"","","","","",""
"208+730:1","PC","208+730","1266739.6432","2614680.7641","248.604"
"","","","","",""
"208+735","PC","208+735","1266734.7304","2614681.6935","248.845"
"","","","","",""
"208+740:2","PC","208+740","1266729.8121","2614682.5937","249.087"
"","","","","",""
"208+745","PC","208+745","1266724.8885","2614683.4647","249.329"
"","","","","",""
"208+750:1","PC","208+750","1266719.9599","2614684.3063","249.571"
"","","","","",""
"208+755:1","PC","208+755","1266715.0263","2614685.1185","249.813"
"","","","","",""
"208+760:1","PC","208+760","1266710.0880","2614685.9014","250.055"
"","","","","",""
"208+765","PC","208+765","1266705.1451","2614686.6548","250.297"
"","","","","",""
"208+770:2","PC","208+770","1266700.1978","2614687.3789","250.539"
"","","","","",""
"208+775","PC","208+775","1266695.2463","2614688.0734","250.780"
"","","","","",""
"208+780:1","PC","208+780","1266690.2907","2614688.7385","251.022"
"","","","","",""
"208+785:1","PC","208+785","1266685.3313","2614689.3741","251.264"
"","","","","",""
"208+790:1","PC","208+790","1266680.3681","2614689.9801","251.506"
"","","","","",""
"208+795","PC","208+795","1266675.4015","2614690.5566","251.748"
"","","","","",""
"208+800:3","PC","208+800","1266670.4315","2614691.1035","251.990"
"","","","","",""
"208+805","PC","208+805","1266665.4583","2614691.6208","252.232"
"","","","","",""
"208+810:1","PC","208+810","1266660.4822","2614692.1085","252.474"
"","","","","",""
"208+815:1","PC","208+815","1266655.5032","2614692.5666","252.715"
"","","","","",""
"208+820:1","PC","208+820","1266650.5216","2614692.9950","252.957"
"","","","","",""
"208+825","PC","208+825","1266645.5376","2614693.3938","253.199"
"","","","","",""
"208+830:2","PC","208+830","1266640.5512","2614693.7629","253.441"
"","","","","",""
"208+835","PC","208+835","1266635.5628","2614694.1023","253.683"
"","","","","",""
"208+840:1","PC","208+840","1266630.5724","2614694.4120","253.925"
"","","","","",""
"208+845:1","PC","208+845","1266625.5802","2614694.6920","254.167"
"","","","","",""
"1191","CS","208+845.934","1266624.6480","2614694.7410","254.212"
"","","","","",""
"208+850:1","SP","208+850","1266620.5868","2614694.9424","254.409"
"","","","","",""
"208+855","SP","208+855","1266615.5917","2614695.1638","254.650"
"","","","","",""
"EC8:3","SP","208+858.613","1266611.9815","2614695.3062","254.825"
"","","","","",""
"208+860:1","SP","208+860","1266610.5954","2614695.3570","254.892"
"","","","","",""
"208+865","SP","208+865","1266605.5982","2614695.5231","255.134"
"","","","","",""
"208+870:1","SP","208+870","1266600.6001","2614695.6628","255.376"
"","","","","",""
"208+875:1","SP","208+875","1266595.6014","2614695.7772","255.618"
"","","","","",""
"208+880:1","SP","208+880","1266590.6023","2614695.8670","255.860"
"","","","","",""
"208+885","SP","208+885","1266585.6027","2614695.9332","256.102"
"","","","","",""
"208+890:2","SP","208+890","1266580.6029","2614695.9766","256.344"
"","","","","",""
"208+895","SP","208+895","1266575.6029","2614695.9983","256.585"
"","","","","",""
"208+900:2","SP","208+900","1266570.6029","2614695.9990","256.827"
"","","","","",""
"208+905:1","SP","208+905","1266565.6030","2614695.9797","257.069"
"","","","","",""
"208+910:1","SP","208+910","1266560.6031","2614695.9413","257.311"
"","","","","",""
"208+915","SP","208+915","1266555.6035","2614695.8846","257.553"
"","","","","",""
"1342","SC","208+915.426","1266555.1780","2614695.8790","257.574"
"","","","","",""
"208+920:2","PC","208+920","1266550.6040","2614695.8106","257.795"
"","","","","",""
"208+925","PC","208+925","1266545.6049","2614695.7192","258.037"
"","","","","",""
"208+930:1","PC","208+930","1266540.6060","2614695.6107","258.279"
"","","","","",""
"208+935:1","PC","208+935","1266535.6076","2614695.4849","258.520"
"","","","","",""
"208+940:1","PC","208+940","1266530.6097","2614695.3419","258.762"
"","","","","",""
"208+945","PC","208+945","1266525.6122","2614695.1816","259.004"
"","","","","",""
"208+950:2","PC","208+950","1266520.6154","2614695.0042","259.246"
"","","","","",""
"208+955","PC","208+955","1266515.6192","2614694.8094","259.488"
"","","","","",""
"208+960:1","PC","208+960","1266510.6237","2614694.5975","259.730"
"","","","","",""
"208+965:1","PC","208+965","1266505.6289","2614694.3683","259.972"
"","","","","",""
"208+970:1","PC","208+970","1266500.6350","2614694.1219","260.214"
"","","","","",""
"208+975","PC","208+975","1266495.6420","2614693.8583","260.455"
"","","","","",""
"208+980:2","PC","208+980","1266490.6499","2614693.5775","260.697"
"","","","","",""
"208+985","PC","208+985","1266485.6588","2614693.2795","260.939"
"","","","","",""
"208+990:1","PC","208+990","1266480.6687","2614692.9642","261.181"
"","","","","",""
"208+995:1","PC","208+995","1266475.6798","2614692.6318","261.423"
"","","","","",""
"209+000:2","PC","209+000","1266470.6920","2614692.2821","261.665"
"","","","","",""
"BC7:6","PC","209+003.108","1266467.5923","2614692.0561","261.815"
"","","","","",""
"209+005","PC","209+005","1266465.7055","2614691.9153","261.906"
"","","","","",""
"209+010:2","PC","209+010","1266460.7203","2614691.5312","262.145"
"","","","","",""
"209+015","PC","209+015","1266455.7364","2614691.1300","262.379"
"","","","","",""
"209+020:1","PC","209+020","1266450.7539","2614690.7116","262.610"
"","","","","",""
"209+025:1","PC","209+025","1266445.7730","2614690.2760","262.836"
"","","","","",""
"209+030:1","PC","209+030","1266440.7935","2614689.8232","263.058"
"","","","","",""
"BC9:7","PC","209+035","1266435.8156","2614689.3533","263.277"
"","","","","",""
"209+040:2","PC","209+040","1266430.8394","2614688.8662","263.491"
"","","","","",""
"209+045","PC","209+045","1266425.8649","2614688.3620","263.702"
"","","","","",""
"209+050:1","PC","209+050","1266420.8922","2614687.8406","263.908"
"","","","","",""
"209+055:1","PC","209+055","1266415.9213","2614687.3020","264.111"
"","","","","",""
"209+060:1","PC","209+060","1266410.9522","2614686.7463","264.309"
"","","","","",""
"209+065","PC","209+065","1266405.9852","2614686.1735","264.504"
"","","","","",""
"209+070:2","PC","209+070","1266401.0201","2614685.5836","264.694"
"","","","","",""
"209+075","PC","209+075","1266396.0571","2614684.9765","264.881"
"","","","","",""
"209+080:1","PC","209+080","1266391.0962","2614684.3523","265.063"
"","","","","",""
"209+085:1","PC","209+085","1266386.1375","2614683.7111","265.242"
"","","","","",""
"209+090:1","PC","209+090","1266381.1810","2614683.0527","265.416"
"","","","","",""
"209+095","PC","209+095","1266376.2269","2614682.3773","265.587"
"","","","","",""
"209+100:3","PC","209+100","1266371.2751","2614681.6847","265.753"
"","","","","",""
"209+105","PC","209+105","1266366.3257","2614680.9751","265.916"
"","","","","",""
"209+110:1","PC","209+110","1266361.3788","2614680.2485","266.074"
"","","","","",""
"209+115:1","PC","209+115","1266356.4344","2614679.5047","266.229"
"","","","","",""
"209+120:1","PC","209+120","1266351.4926","2614678.7440","266.380"
"","","","","",""
"209+125","PC","209+125","1266346.5535","2614677.9662","266.526"
"","","","","",""
"209+130:2","PC","209+130","1266341.6171","2614677.1714","266.669"
"","","","","",""
"209+135","PC","209+135","1266336.6834","2614676.3595","266.807"
"","","","","",""
"209+140:1","PC","209+140","1266331.7526","2614675.5307","266.942"
"","","","","",""
"209+145:1","PC","209+145","1266326.8247","2614674.6848","267.073"
"","","","","",""
"209+150:1","PC","209+150","1266321.8997","2614673.8220","267.199"
"","","","","",""
"209+155","PC","209+155","1266316.9777","2614672.9422","267.322"
"","","","","",""
"209+160:2","PC","209+160","1266312.0588","2614672.0454","267.441"
"","","","","",""
"209+165","PC","209+165","1266307.1430","2614671.1316","267.555"
"","","","","",""
"209+170:1","PC","209+170","1266302.2304","2614670.2010","267.666"
"","","","","",""
"209+175:1","PC","209+175","1266297.3210","2614669.2533","267.773"
"","","","","",""
"209+180:1","PC","209+180","1266292.4149","2614668.2888","267.875"
"","","","","",""
"209+185","PC","209+185","1266287.5122","2614667.3073","267.974"
"","","","","",""
"209+190:2","PC","209+190","1266282.6129","2614666.3090","268.069"
"","","","","",""
"209+195","PC","209+195","1266277.7170","2614665.2937","268.160"
"","","","","",""
"209+200:2","PC","209+200","1266272.8247","2614664.2616","268.246"
"","","","","",""
"209+205:1","PC","209+205","1266267.9360","2614663.2126","268.329"
"","","","","",""
"209+210:1","PC","209+210","1266263.0509","2614662.1468","268.408"
"","","","","",""
"209+215","PC","209+215","1266258.1695","2614661.0641","268.483"
"","","","","",""
"209+220:2","PC","209+220","1266253.2919","2614659.9646","268.554"
"","","","","",""
"209+225","PC","209+225","1266248.4181","2614658.8483","268.620"
"","","","","",""
"209+230:1","PC","209+230","1266243.5482","2614657.7152","268.683"
"","","","","",""
"209+235:1","PC","209+235","1266238.6822","2614656.5653","268.742"
"","","","","",""
"209+240:1","PC","209+240","1266233.8203","2614655.3987","268.797"
"","","","","",""
"209+245","PC","209+245","1266228.9623","2614654.2152","268.848"
"","","","","",""
"209+250:2","PC","209+250","1266224.1085","2614653.0151","268.895"
"","","","","",""
"209+255","PC","209+255","1266219.2589","2614651.7982","268.937"
"","","","","",""
"209+260:1","PC","209+260","1266214.4134","2614650.5645","268.976"
"","","","","",""
"1343","CS","209+262.946","1266211.5610","2614649.8300","268.997"
"","","","","",""
"209+265:1","SP","209+265","1266209.5726","2614649.3132","269.011"
"","","","","",""
"EC9:2","SP","209+268.163","1266206.5127","2614648.5120","269.031"
"","","","","",""
"209+270:1","SP","209+270","1266204.7365","2614648.0435","269.042"
"","","","","",""
"EC7:4","SP","209+275","1266199.9048","2614646.7569","269.069"
"","","","","",""
"209+280:2","SP","209+280","1266195.0778","2614645.4530","269.094"
"","","","","",""
"209+285","SP","209+285","1266190.2556","2614644.1318","269.119"
"","","","","",""
"209+290:1","SP","209+290","1266185.4381","2614642.7930","269.144"
"","","","","",""
"209+295:1","SP","209+295","1266180.6257","2614641.4364","269.169"
"","","","","",""
"209+300:2","SP","209+300","1266175.8184","2614640.0617","269.194"
"","","","","",""
"1481","ST","209+302.668","1266173.2560","2614639.3210","269.207"
