,Station,Easting,Northing,Elevation,Alignment_Station_real
2021,207+846,2614137.813,1267392.196,223.02,207846.0
2023,207+849,2614140.48,1267390.822,223.077,207849.0
2025,207+852,2614143.146,1267389.447,223.134,207852.0
2027,207+855,2614145.812,1267388.072,223.191,207855.0
2029,207+858,2614148.478,1267386.695,223.248,207858.0
2031,207+861,2614151.142,1267385.316,223.305,207861.0
2033,207+864,2614153.806,1267383.937,223.363,207864.0
2035,207+867,2614156.469,1267382.555,223.42,207867.0
2037,207+870,2614159.131,1267381.172,223.477,207870.0
2039,207+873,2614161.792,1267379.786,223.534,207873.0
2041,207+876,2614164.452,1267378.399,223.591,207876.0
2043,207+879,2614167.11,1267377.009,223.648,207879.0
2045,207+882,2614169.768,1267375.617,223.705,207882.0
2047,207+885,2614172.424,1267374.222,223.762,207885.0
2049,207+888,2614175.079,1267372.825,223.819,207888.0
2051,207+891,2614177.732,1267371.424,223.877,207891.0
2053,207+894,2614180.383,1267370.021,223.934,207894.0
2055,207+897,2614183.033,1267368.615,223.991,207897.0
2057,207+900,2614185.681,1267367.205,224.048,207900.0
2059,207+903,2614188.328,1267365.792,224.105,207903.0
2061,207+906,2614190.972,1267364.375,224.162,207906.0
2063,207+909,2614193.614,1267362.954,224.219,207909.0
2065,207+912,2614196.254,1267361.53,224.276,207912.0
2067,207+915,2614198.892,1267360.101,224.333,207915.0
2069,207+918,2614201.528,1267358.668,224.39,207918.0
2071,207+921,2614204.162,1267357.231,224.448,207921.0
2073,207+924,2614206.793,1267355.79,224.505,207924.0
2075,207+927,2614209.421,1267354.344,224.562,207927.0
2077,207+930,2614212.047,1267352.893,224.619,207930.0
2079,207+933,2614214.67,1267351.437,224.676,207933.0
2081,207+936,2614217.29,1267349.976,224.733,207936.0
2083,207+939,2614219.908,1267348.51,224.79,207939.0
2085,207+942,2614222.522,1267347.039,224.847,207942.0
2087,207+945,2614225.133,1267345.562,224.904,207945.0
2089,207+948,2614227.742,1267344.079,224.961,207948.0
2091,207+951,2614230.346,1267342.591,225.019,207951.0
2093,207+954,2614232.948,1267341.097,225.076,207954.0
2095,207+957,2614235.546,1267339.597,225.133,207957.0
2097,207+960,2614238.14,1267338.091,225.19,207960.0
2099,207+963,2614240.731,1267336.578,225.247,207963.0
2101,207+966,2614243.318,1267335.059,225.304,207966.0
2103,207+969,2614245.901,1267333.534,225.361,207969.0
2105,207+972,2614248.48,1267332.001,225.418,207972.0
2107,207+975,2614251.056,1267330.462,225.475,207975.0
2109,207+978,2614253.626,1267328.916,225.532,207978.0
2111,207+981,2614256.193,1267327.363,225.59,207981.0
2113,207+984,2614258.755,1267325.803,225.647,207984.0
2115,207+987,2614261.313,1267324.235,225.704,207987.0
2117,207+987.256,2614261.531,1267324.1,225.709,207987.256
2119,207+990,2614263.866,1267322.66,225.761,207990.0
2121,207+993,2614266.414,1267321.077,225.818,207993.0
2123,207+996,2614268.958,1267319.486,225.875,207996.0
2125,207+999,2614271.497,1267317.889,225.932,207999.0
2127,208+002,2614274.032,1267316.284,225.989,208002.0
2129,208+005,2614276.562,1267314.671,226.046,208005.0
2131,208+008,2614279.086,1267313.051,226.103,208008.0
2133,208+011,2614281.607,1267311.423,226.161,208011.0
2135,208+014,2614284.122,1267309.788,226.218,208014.0
2137,208+017,2614286.632,1267308.146,226.275,208017.0
2139,208+020,2614289.138,1267306.496,226.332,208020.0
2141,208+023,2614291.639,1267304.839,226.389,208023.0
2143,208+026,2614294.135,1267303.175,226.446,208026.0
2145,208+029,2614296.626,1267301.503,226.503,208029.0
2147,208+032,2614299.112,1267299.824,226.56,208032.0
2149,208+035,2614301.593,1267298.138,226.617,208035.0
2151,208+035.134,2614301.704,1267298.062,226.62,208035.134
2153,208+038,2614304.069,1267296.444,226.675,208038.0
2155,208+041,2614306.541,1267294.743,226.734,208041.0
2157,208+044,2614309.007,1267293.035,226.794,208044.0
2159,208+047,2614311.468,1267291.319,226.855,208047.0
2161,208+050,2614313.924,1267289.597,226.918,208050.0
2163,208+053,2614316.375,1267287.867,226.981,208053.0
2165,208+056,2614318.821,1267286.13,227.046,208056.0
2167,208+059,2614321.262,1267284.386,227.112,208059.0
2169,208+062,2614323.697,1267282.634,227.18,208062.0
2171,208+065,2614326.128,1267280.875,227.248,208065.0
2173,208+068,2614328.553,1267279.11,227.318,208068.0
2175,208+071,2614330.973,1267277.337,227.389,208071.0
2177,208+074,2614333.388,1267275.557,227.461,208074.0
2179,208+077,2614335.798,1267273.77,227.534,208077.0
2181,208+080,2614338.202,1267271.976,227.608,208080.0
2183,208+083,2614340.601,1267270.174,227.684,208083.0
2185,208+086,2614342.995,1267268.366,227.761,208086.0
2187,208+089,2614345.384,1267266.551,227.839,208089.0
2189,208+092,2614347.767,1267264.728,227.918,208092.0
2191,208+095,2614350.144,1267262.899,227.999,208095.0
2193,208+098,2614352.517,1267261.063,228.08,208098.0
2195,208+101,2614354.884,1267259.22,228.163,208101.0
2197,208+104,2614357.245,1267257.369,228.247,208104.0
2199,208+107,2614359.601,1267255.512,228.333,208107.0
2201,208+110,2614361.952,1267253.648,228.419,208110.0
2203,208+113,2614364.297,1267251.777,228.507,208113.0
2205,208+116,2614366.636,1267249.899,228.596,208116.0
2207,208+119,2614368.97,1267248.014,228.686,208119.0
2209,208+122,2614371.299,1267246.123,228.777,208122.0
2211,208+125,2614373.622,1267244.224,228.87,208125.0
2213,208+128,2614375.939,1267242.319,228.963,208128.0
2215,208+131,2614378.251,1267240.407,229.058,208131.0
2217,208+134,2614380.557,1267238.488,229.154,208134.0
2219,208+137,2614382.857,1267236.563,229.252,208137.0
2221,208+140,2614385.152,1267234.63,229.35,208140.0
2223,208+143,2614387.441,1267232.691,229.45,208143.0
2225,208+146,2614389.724,1267230.745,229.551,208146.0
2227,208+149,2614392.002,1267228.793,229.653,208149.0
2229,208+152,2614394.274,1267226.833,229.756,208152.0
2231,208+155,2614396.54,1267224.867,229.861,208155.0
2233,208+158,2614398.8,1267222.895,229.966,208158.0
2235,208+161,2614401.055,1267220.916,230.073,208161.0
2237,208+164,2614403.303,1267218.93,230.181,208164.0
2239,208+167,2614405.546,1267216.937,230.291,208167.0
2241,208+170,2614407.783,1267214.938,230.401,208170.0
2243,208+173,2614410.014,1267212.933,230.513,208173.0
2245,208+176,2614412.239,1267210.92,230.626,208176.0
2247,208+179,2614414.458,1267208.902,230.74,208179.0
2249,208+182,2614416.672,1267206.876,230.855,208182.0
2251,208+185,2614418.879,1267204.845,230.972,208185.0
2253,208+188,2614421.08,1267202.806,231.09,208188.0
2255,208+191,2614423.275,1267200.762,231.209,208191.0
2257,208+194,2614425.465,1267198.711,231.329,208194.0
2259,208+197,2614427.648,1267196.653,231.45,208197.0
2261,208+200,2614429.825,1267194.589,231.573,208200.0
2263,208+203,2614431.996,1267192.519,231.696,208203.0
2265,208+206,2614434.161,1267190.442,231.821,208206.0
2267,208+209,2614436.32,1267188.359,231.948,208209.0
2269,208+212,2614438.473,1267186.27,232.075,208212.0
2271,208+215,2614440.619,1267184.174,232.203,208215.0
2273,208+218,2614442.76,1267182.072,232.333,208218.0
2275,208+221,2614444.894,1267179.963,232.464,208221.0
2277,208+224,2614447.022,1267177.849,232.596,208224.0
2279,208+227,2614449.144,1267175.728,232.73,208227.0
2281,208+230,2614451.259,1267173.601,232.864,208230.0
2283,208+233,2614453.368,1267171.468,233.0,208233.0
2285,208+236,2614455.472,1267169.328,233.137,208236.0
2287,208+239,2614457.568,1267167.182,233.275,208239.0
2289,208+242,2614459.658,1267165.03,233.414,208242.0
2291,208+245,2614461.742,1267162.872,233.555,208245.0
2293,208+248,2614463.82,1267160.708,233.697,208248.0
2295,208+251,2614465.891,1267158.538,233.84,208251.0
2297,208+254,2614467.956,1267156.362,233.984,208254.0
2299,208+257,2614470.015,1267154.18,234.129,208257.0
2301,208+260,2614472.067,1267151.991,234.276,208260.0
2303,208+263,2614474.112,1267149.797,234.424,208263.0
2305,208+266,2614476.152,1267147.596,234.573,208266.0
2307,208+267.358,2614477.072,1267146.599,234.64,208267.358
2309,208+269,2614478.184,1267145.39,234.723,208269.0
2311,208+272,2614480.21,1267143.178,234.873,208272.0
2313,208+275,2614482.23,1267140.959,235.023,208275.0
2315,208+278,2614484.243,1267138.735,235.173,208278.0
2317,208+281,2614486.25,1267136.505,235.323,208281.0
2319,208+284,2614488.25,1267134.269,235.473,208284.0
2321,208+287,2614490.243,1267132.027,235.623,208287.0
2323,208+287.976,2614490.89,1267131.296,235.672,208287.976
2325,208+290,2614492.23,1267129.779,235.774,208290.0
2327,208+293,2614494.21,1267127.525,235.924,208293.0
2329,208+296,2614496.183,1267125.265,236.074,208296.0
2331,208+299,2614498.149,1267123.0,236.224,208299.0
2333,208+302,2614500.108,1267120.727,236.374,208302.0
2335,208+305,2614502.059,1267118.448,236.524,208305.0
2337,208+308,2614504.003,1267116.163,236.674,208308.0
2339,208+311,2614505.939,1267113.871,236.824,208311.0
2341,208+314,2614507.866,1267111.573,236.975,208314.0
2343,208+317,2614509.786,1267109.267,237.125,208317.0
2345,208+319.113,2614511.132,1267107.64,237.23,208319.113
2347,208+320,2614511.697,1267106.955,237.275,208320.0
2349,208+320.628,2614512.096,1267106.47,237.306,208320.628
2351,208+323,2614513.599,1267104.635,237.425,208323.0
2353,208+326,2614515.493,1267102.309,237.573,208326.0
2355,208+329,2614517.378,1267099.975,237.721,208329.0
2357,208+332,2614519.255,1267097.635,237.867,208332.0
2359,208+335,2614521.123,1267095.287,238.012,208335.0
2361,208+338,2614522.982,1267092.933,238.155,208338.0
2363,208+341,2614524.833,1267090.571,238.298,208341.0
2365,208+344,2614526.674,1267088.203,238.439,208344.0
2367,208+347,2614528.507,1267085.828,238.579,208347.0
2369,208+350,2614530.332,1267083.447,238.718,208350.0
2371,208+353,2614532.147,1267081.058,238.856,208353.0
2373,208+356,2614533.953,1267078.663,238.993,208356.0
2375,208+359,2614535.751,1267076.261,239.128,208359.0
2377,208+362,2614537.54,1267073.853,239.262,208362.0
2379,208+365,2614539.319,1267071.438,239.395,208365.0
2381,208+368,2614541.09,1267069.016,239.527,208368.0
2383,208+371,2614542.852,1267066.588,239.657,208371.0
2385,208+374,2614544.604,1267064.153,239.787,208374.0
2387,208+377,2614546.348,1267061.712,239.915,208377.0
2389,208+380,2614548.083,1267059.264,240.042,208380.0
2391,208+383,2614549.809,1267056.81,240.167,208383.0
2393,208+386,2614551.525,1267054.35,240.292,208386.0
2395,208+389,2614553.232,1267051.883,240.415,208389.0
2397,208+392,2614554.931,1267049.41,240.537,208392.0
2399,208+395,2614556.62,1267046.931,240.658,208395.0
2401,208+398,2614558.3,1267044.445,240.778,208398.0
2403,208+401,2614559.97,1267041.953,240.896,208401.0
2405,208+404,2614561.632,1267039.456,241.014,208404.0
2407,208+407,2614563.284,1267036.951,241.13,208407.0
2409,208+410,2614564.927,1267034.441,241.245,208410.0
2411,208+413,2614566.56,1267031.925,241.358,208413.0
2413,208+416,2614568.185,1267029.403,241.471,208416.0
2415,208+419,2614569.8,1267026.874,241.582,208419.0
2417,208+422,2614571.405,1267024.34,241.692,208422.0
2419,208+425,2614573.001,1267021.8,241.801,208425.0
2421,208+428,2614574.588,1267019.254,241.909,208428.0
2423,208+431,2614576.165,1267016.702,242.015,208431.0
2425,208+434,2614577.733,1267014.144,242.12,208434.0
2427,208+437,2614579.291,1267011.581,242.224,208437.0
2429,208+440,2614580.84,1267009.012,242.327,208440.0
2431,208+443,2614582.379,1267006.436,242.429,208443.0
2433,208+446,2614583.909,1267003.856,242.529,208446.0
2435,208+449,2614585.429,1267001.27,242.629,208449.0
2437,208+452,2614586.94,1266998.678,242.727,208452.0
2439,208+455,2614588.441,1266996.08,242.823,208455.0
2441,208+458,2614589.932,1266993.477,242.919,208458.0
2443,208+461,2614591.414,1266990.868,243.013,208461.0
2445,208+464,2614592.886,1266988.254,243.107,208464.0
2447,208+467,2614594.348,1266985.635,243.199,208467.0
2449,208+470,2614595.8,1266983.01,243.29,208470.0
2451,208+473,2614597.243,1266980.38,243.379,208473.0
2453,208+476,2614598.676,1266977.744,243.468,208476.0
2455,208+479,2614600.1,1266975.103,243.555,208479.0
2457,208+482,2614601.513,1266972.457,243.641,208482.0
2459,208+485,2614602.917,1266969.806,243.726,208485.0
2461,208+488,2614604.311,1266967.15,243.809,208488.0
2463,208+491,2614605.695,1266964.488,243.891,208491.0
2465,208+494,2614607.069,1266961.821,243.973,208494.0
2467,208+497,2614608.434,1266959.149,244.053,208497.0
2469,208+500,2614609.788,1266956.472,244.131,208500.0
2471,208+503,2614611.132,1266953.79,244.209,208503.0
2473,208+506,2614612.467,1266951.104,244.285,208506.0
2475,208+509,2614613.792,1266948.412,244.361,208509.0
2477,208+512,2614615.106,1266945.715,244.435,208512.0
2479,208+515,2614616.411,1266943.014,244.507,208515.0
2481,208+518,2614617.705,1266940.308,244.579,208518.0
2483,208+521,2614618.99,1266937.596,244.649,208521.0
2485,208+524,2614620.264,1266934.881,244.718,208524.0
2487,208+527,2614621.529,1266932.16,244.786,208527.0
2489,208+530,2614622.783,1266929.435,244.853,208530.0
2491,208+533,2614624.028,1266926.705,244.919,208533.0
2493,208+536,2614625.262,1266923.971,244.983,208536.0
2495,208+539,2614626.486,1266921.232,245.046,208539.0
2497,208+542,2614627.7,1266918.488,245.108,208542.0
2499,208+545,2614628.903,1266915.74,245.169,208545.0
2501,208+545.352,2614629.044,1266915.418,245.176,208545.352
2503,208+548,2614630.097,1266912.988,245.229,208548.0
2505,208+551,2614631.28,1266910.231,245.289,208551.0
2507,208+554,2614632.453,1266907.47,245.349,208554.0
2509,208+557,2614633.616,1266904.705,245.409,208557.0
2511,208+560,2614634.768,1266901.935,245.469,208560.0
2513,208+563,2614635.911,1266899.161,245.529,208563.0
2515,208+566,2614637.043,1266896.383,245.589,208566.0
2517,208+569,2614638.165,1266893.6,245.649,208569.0
2519,208+572,2614639.276,1266890.814,245.709,208572.0
2521,208+575,2614640.377,1266888.023,245.769,208575.0
2523,208+578,2614641.468,1266885.228,245.829,208578.0
2525,208+581,2614642.548,1266882.43,245.889,208581.0
2527,208+584,2614643.618,1266879.627,245.949,208584.0
2529,208+587,2614644.678,1266876.82,246.009,208587.0
2531,208+590,2614645.727,1266874.01,246.069,208590.0
2533,208+593,2614646.766,1266871.196,246.129,208593.0
2535,208+596,2614647.794,1266868.377,246.189,208596.0
2537,208+599,2614648.812,1266865.555,246.249,208599.0
2539,208+602,2614649.82,1266862.73,246.309,208602.0
2541,208+605,2614650.817,1266859.9,246.369,208605.0
2543,208+608,2614651.803,1266857.067,246.428,208608.0
2545,208+611,2614652.779,1266854.23,246.488,208611.0
2547,208+614,2614653.745,1266851.39,246.548,208614.0
2549,208+617,2614654.7,1266848.546,246.608,208617.0
2551,208+618.071,2614655.038,1266847.53,246.63,208618.071
2553,208+620,2614655.644,1266845.698,246.669,208620.0
2555,208+623,2614656.578,1266842.848,246.73,208623.0
2557,208+626,2614657.502,1266839.993,246.792,208626.0
2559,208+629,2614658.414,1266837.135,246.855,208629.0
2561,208+632,2614659.316,1266834.274,246.92,208632.0
2563,208+635,2614660.208,1266831.41,246.985,208635.0
2565,208+638,2614661.089,1266828.542,247.052,208638.0
2567,208+641,2614661.959,1266825.671,247.119,208641.0
2569,208+644,2614662.819,1266822.797,247.188,208644.0
2571,208+647,2614663.668,1266819.92,247.258,208647.0
2573,208+650,2614664.506,1266817.039,247.328,208650.0
2575,208+653,2614665.334,1266814.155,247.4,208653.0
2577,208+656,2614666.151,1266811.269,247.473,208656.0
2579,208+659,2614666.957,1266808.379,247.547,208659.0
2581,208+662,2614667.753,1266805.487,247.622,208662.0
2583,208+665,2614668.538,1266802.591,247.698,208665.0
2585,208+668,2614669.312,1266799.693,247.775,208668.0
2587,208+671,2614670.075,1266796.792,247.853,208671.0
2589,208+674,2614670.828,1266793.887,247.932,208674.0
2591,208+677,2614671.57,1266790.981,248.013,208677.0
2593,208+680,2614672.301,1266788.071,248.094,208680.0
2595,208+683,2614673.022,1266785.159,248.176,208683.0
2597,208+686,2614673.731,1266782.244,248.26,208686.0
2599,208+689,2614674.43,1266779.326,248.344,208689.0
2601,208+692,2614675.118,1266776.406,248.43,208692.0
2603,208+695,2614675.795,1266773.484,248.517,208695.0
2605,208+698,2614676.461,1266770.559,248.604,208698.0
2607,208+701,2614677.117,1266767.631,248.693,208701.0
2609,208+704,2614677.761,1266764.701,248.783,208704.0
2611,208+707,2614678.395,1266761.769,248.874,208707.0
2613,208+710,2614679.018,1266758.834,248.966,208710.0
2615,208+713,2614679.63,1266755.898,249.059,208713.0
2617,208+716,2614680.231,1266752.958,249.153,208716.0
2619,208+719,2614680.821,1266750.017,249.248,208719.0
2621,208+722,2614681.401,1266747.074,249.344,208722.0
2623,208+725,2614681.969,1266744.128,249.441,208725.0
2625,208+728,2614682.527,1266741.18,249.54,208728.0
2627,208+731,2614683.073,1266738.23,249.639,208731.0
2629,208+734,2614683.609,1266735.278,249.74,208734.0
2631,208+737,2614684.134,1266732.325,249.841,208737.0
2633,208+740,2614684.647,1266729.369,249.944,208740.0
2635,208+743,2614685.15,1266726.412,250.047,208743.0
2637,208+746,2614685.642,1266723.452,250.152,208746.0
2639,208+749,2614686.123,1266720.491,250.258,208749.0
2641,208+752,2614686.593,1266717.528,250.364,208752.0
2643,208+755,2614687.052,1266714.563,250.472,208755.0
2645,208+758,2614687.5,1266711.597,250.581,208758.0
2647,208+761,2614687.937,1266708.629,250.691,208761.0
2649,208+764,2614688.363,1266705.659,250.802,208764.0
2651,208+767,2614688.778,1266702.688,250.914,208767.0
2653,208+770,2614689.182,1266699.716,251.027,208770.0
2655,208+773,2614689.575,1266696.741,251.142,208773.0
2657,208+776,2614689.957,1266693.766,251.257,208776.0
2659,208+779,2614690.328,1266690.789,251.373,208779.0
2661,208+782,2614690.688,1266687.81,251.491,208782.0
2663,208+785,2614691.037,1266684.831,251.609,208785.0
2665,208+788,2614691.375,1266681.85,251.729,208788.0
2667,208+791,2614691.701,1266678.868,251.849,208791.0
2669,208+794,2614692.017,1266675.884,251.971,208794.0
2671,208+797,2614692.322,1266672.9,252.093,208797.0
2673,208+800,2614692.616,1266669.914,252.217,208800.0
2675,208+803,2614692.898,1266666.928,252.342,208803.0
2677,208+806,2614693.17,1266663.94,252.468,208806.0
2679,208+809,2614693.43,1266660.951,252.595,208809.0
2681,208+812,2614693.68,1266657.962,252.723,208812.0
2683,208+815,2614693.918,1266654.971,252.852,208815.0
2685,208+818,2614694.145,1266651.98,252.982,208818.0
2687,208+821,2614694.361,1266648.988,253.113,208821.0
2689,208+824,2614694.566,1266645.995,253.245,208824.0
2691,208+827,2614694.76,1266643.001,253.379,208827.0
2693,208+830,2614694.943,1266640.006,253.513,208830.0
2695,208+833,2614695.115,1266637.012,253.648,208833.0
2697,208+836,2614695.276,1266634.016,253.785,208836.0
2699,208+839,2614695.425,1266631.02,253.922,208839.0
2701,208+842,2614695.564,1266628.023,254.061,208842.0
2703,208+845,2614695.691,1266625.025,254.201,208845.0
2705,208+848,2614695.808,1266622.028,254.341,208848.0
2707,208+851,2614695.913,1266619.03,254.483,208851.0
2709,208+854,2614696.007,1266616.031,254.626,208854.0
2711,208+857,2614696.09,1266613.032,254.77,208857.0
2713,208+860,2614696.162,1266610.033,254.915,208860.0
2715,208+860.037,2614696.163,1266609.996,254.917,208860.037
2717,208+863,2614696.223,1266607.034,255.06,208863.0
2719,208+866,2614696.272,1266604.034,255.206,208866.0
2721,208+869,2614696.311,1266601.034,255.351,208869.0
2723,208+872,2614696.338,1266598.034,255.497,208872.0
2725,208+875,2614696.355,1266595.034,255.642,208875.0
2727,208+878,2614696.36,1266592.034,255.788,208878.0
2729,208+881,2614696.354,1266589.034,255.933,208881.0
2731,208+884,2614696.337,1266586.034,256.079,208884.0
2733,208+884.07,2614696.336,1266585.965,256.082,208884.07
2735,208+887,2614696.309,1266583.035,256.224,208887.0
2737,208+890,2614696.27,1266580.035,256.37,208890.0
2739,208+893,2614696.221,1266577.035,256.515,208893.0
2741,208+896,2614696.161,1266574.036,256.661,208896.0
2743,208+899,2614696.092,1266571.037,256.806,208899.0
2745,208+902,2614696.012,1266568.038,256.952,208902.0
2747,208+905,2614695.924,1266565.039,257.097,208905.0
2749,208+908,2614695.826,1266562.041,257.243,208908.0
2751,208+911,2614695.72,1266559.043,257.388,208911.0
2753,208+914,2614695.606,1266556.045,257.534,208914.0
2755,208+917,2614695.483,1266553.047,257.679,208917.0
2757,208+920,2614695.352,1266550.05,257.825,208920.0
2759,208+923,2614695.214,1266547.053,257.97,208923.0
2761,208+926,2614695.069,1266544.057,258.116,208926.0
2763,208+929,2614694.917,1266541.061,258.261,208929.0
2765,208+932,2614694.758,1266538.065,258.407,208932.0
2767,208+935,2614694.593,1266535.069,258.552,208935.0
2769,208+938,2614694.422,1266532.074,258.698,208938.0
2771,208+941,2614694.246,1266529.08,258.843,208941.0
2773,208+944,2614694.063,1266526.085,258.989,208944.0
2775,208+947,2614693.876,1266523.091,259.134,208947.0
2777,208+950,2614693.684,1266520.097,259.28,208950.0
2779,208+953,2614693.487,1266517.104,259.425,208953.0
2781,208+956,2614693.286,1266514.11,259.571,208956.0
2783,208+959,2614693.082,1266511.117,259.716,208959.0
2785,208+959.181,2614693.069,1266510.937,259.725,208959.181
2787,208+962,2614692.873,1266508.124,259.862,208962.0
2789,208+965,2614692.661,1266505.132,260.007,208965.0
2791,208+968,2614692.446,1266502.14,260.153,208968.0
2793,208+971,2614692.227,1266499.148,260.298,208971.0
2795,208+974,2614692.004,1266496.156,260.444,208974.0
2797,208+977,2614691.778,1266493.165,260.589,208977.0
2799,208+980,2614691.548,1266490.173,260.735,208980.0
2801,208+983,2614691.314,1266487.182,260.88,208983.0
2803,208+986,2614691.077,1266484.192,261.026,208986.0
2805,208+989,2614690.836,1266481.202,261.171,208989.0
2807,208+992,2614690.592,1266478.212,261.317,208992.0
2809,208+995,2614690.344,1266475.222,261.462,208995.0
2811,208+998,2614690.093,1266472.232,261.608,208998.0
2813,209+001,2614689.838,1266469.243,261.753,209001.0
2815,209+004,2614689.579,1266466.254,261.899,209004.0
2817,209+007,2614689.317,1266463.266,262.044,209007.0
2819,209+010,2614689.051,1266460.278,262.19,209010.0
2821,209+013,2614688.782,1266457.29,262.335,209013.0
2823,209+014.47,2614688.648,1266455.826,262.407,209014.47
2825,209+016,2614688.509,1266454.302,262.481,209016.0
2827,209+019,2614688.232,1266451.315,262.626,209019.0
2829,209+022,2614687.952,1266448.328,262.772,209022.0
2831,209+025,2614687.667,1266445.342,262.917,209025.0
2833,209+028,2614687.378,1266442.356,263.063,209028.0
2835,209+031,2614687.086,1266439.37,263.208,209031.0
2837,209+034,2614686.788,1266436.385,263.354,209034.0
2839,209+035.976,2614686.59,1266434.419,263.45,209035.976
2841,209+037,2614686.486,1266433.4,263.499,209037.0
2843,209+040,2614686.179,1266430.416,263.643,209040.0
2845,209+043,2614685.867,1266427.432,263.786,209043.0
2847,209+046,2614685.55,1266424.449,263.926,209046.0
2849,209+049,2614685.227,1266421.466,264.065,209049.0
2851,209+052,2614684.899,1266418.484,264.202,209052.0
2853,209+055,2614684.565,1266415.503,264.337,209055.0
2855,209+058,2614684.226,1266412.522,264.47,209058.0
2857,209+061,2614683.88,1266409.542,264.602,209061.0
2859,209+064,2614683.528,1266406.563,264.732,209064.0
2861,209+067,2614683.17,1266403.584,264.86,209067.0
2863,209+070,2614682.806,1266400.606,264.986,209070.0
2865,209+073,2614682.434,1266397.63,265.111,209073.0
2867,209+076,2614682.056,1266394.654,265.233,209076.0
2869,209+079,2614681.671,1266391.678,265.354,209079.0
2871,209+082,2614681.279,1266388.704,265.473,209082.0
2873,209+083.898,2614681.027,1266386.823,265.548,209083.898
2875,209+085,2614680.879,1266385.731,265.591,209085.0
2877,209+088,2614680.472,1266382.759,265.707,209088.0
2879,209+091,2614680.057,1266379.787,265.82,209091.0
2881,209+094,2614679.636,1266376.817,265.933,209094.0
2883,209+097,2614679.206,1266373.848,266.043,209097.0
2885,209+100,2614678.769,1266370.88,266.152,209100.0
2887,209+103,2614678.325,1266367.913,266.258,209103.0
2889,209+106,2614677.874,1266364.947,266.363,209106.0
2891,209+109,2614677.414,1266361.983,266.467,209109.0
2893,209+112,2614676.948,1266359.019,266.568,209112.0
2895,209+115,2614676.474,1266356.057,266.668,209115.0
2897,209+118,2614675.993,1266353.096,266.766,209118.0
2899,209+121,2614675.504,1266350.136,266.862,209121.0
2901,209+124,2614675.008,1266347.177,266.956,209124.0
2903,209+127,2614674.505,1266344.22,267.049,209127.0
2905,209+130,2614673.994,1266341.264,267.14,209130.0
2907,209+133,2614673.475,1266338.309,267.229,209133.0
2909,209+136,2614672.95,1266335.355,267.316,209136.0
2911,209+139,2614672.417,1266332.403,267.402,209139.0
2913,209+142,2614671.876,1266329.452,267.486,209142.0
2915,209+145,2614671.328,1266326.502,267.568,209145.0
2917,209+148,2614670.773,1266323.554,267.648,209148.0
2919,209+151,2614670.211,1266320.607,267.726,209151.0
2921,209+154,2614669.641,1266317.662,267.803,209154.0
2923,209+157,2614669.063,1266314.718,267.878,209157.0
2925,209+160,2614668.479,1266311.776,267.951,209160.0
2927,209+163,2614667.886,1266308.835,268.023,209163.0
2929,209+166,2614667.287,1266305.895,268.092,209166.0
2931,209+169,2614666.68,1266302.957,268.16,209169.0
2933,209+172,2614666.066,1266300.021,268.226,209172.0
2935,209+175,2614665.445,1266297.086,268.29,209175.0
2937,209+178,2614664.816,1266294.152,268.353,209178.0
2939,209+181,2614664.18,1266291.22,268.414,209181.0
2941,209+184,2614663.536,1266288.29,268.473,209184.0
2943,209+187,2614662.886,1266285.362,268.53,209187.0
2945,209+190,2614662.228,1266282.435,268.585,209190.0
2947,209+193,2614661.562,1266279.51,268.639,209193.0
2949,209+196,2614660.889,1266276.586,268.691,209196.0
2951,209+199,2614660.209,1266273.664,268.741,209199.0
2953,209+202,2614659.522,1266270.744,268.789,209202.0
2955,209+205,2614658.827,1266267.825,268.836,209205.0
2957,209+208,2614658.125,1266264.909,268.881,209208.0
2959,209+211,2614657.416,1266261.994,268.924,209211.0
2961,209+214,2614656.7,1266259.081,268.965,209214.0
2963,209+217,2614655.976,1266256.169,269.005,209217.0
2965,209+220,2614655.245,1266253.26,269.042,209220.0
2967,209+223,2614654.506,1266250.352,269.078,209223.0
2969,209+226,2614653.76,1266247.446,269.112,209226.0
2971,209+229,2614653.008,1266244.542,269.145,209229.0
2973,209+232,2614652.247,1266241.64,269.176,209232.0
2975,209+235,2614651.48,1266238.74,269.204,209235.0
2977,209+238,2614650.705,1266235.842,269.232,209238.0
2979,209+241,2614649.923,1266232.945,269.257,209241.0
2981,209+244,2614649.134,1266230.051,269.28,209244.0
2983,209+247,2614648.338,1266227.159,269.302,209247.0
2985,209+250,2614647.534,1266224.268,269.322,209250.0
2987,209+250.686,2614647.349,1266223.608,269.327,209250.686
2989,209+253,2614646.723,1266221.38,269.34,209253.0
2991,209+256,2614645.905,1266218.494,269.357,209256.0
2993,209+259,2614645.08,1266215.61,269.372,209259.0
2995,209+262,2614644.248,1266212.727,269.385,209262.0
2997,209+265,2614643.41,1266209.847,269.396,209265.0
2999,209+268,2614642.565,1266206.968,269.405,209268.0
3001,209+269.274,2614642.204,1266205.746,269.409,209269.274
3003,209+269.379,2614642.174,1266205.646,269.409,209269.379
3005,209+271,2614641.714,1266204.092,269.413,209271.0
3007,209+274,2614640.856,1266201.217,269.42,209274.0
3009,209+277,2614639.992,1266198.344,269.427,209277.0
3011,209+280,2614639.122,1266195.473,269.434,209280.0
3013,209+283,2614638.247,1266192.603,269.44,209283.0
