"Point","Type","Station","Northing","Easting","Elevation"
"1190","SC","208+248.75","1267161.4780","2614463.0700","225.346"
"","","","","",""
"208+250:1","PC","208+250","1267160.5740","2614463.9329","225.398"
"","","","","",""
"208+255","PC","208+255","1267156.9443","2614467.3717","225.612"
"","","","","",""
"208+260:2","PC","208+260","1267153.2943","2614470.7889","225.830"
"","","","","",""
"208+265","PC","208+265","1267149.6240","2614474.1843","226.050"
"","","","","",""
"208+270:1","PC","208+270","1267145.9335","2614477.5578","226.274"
"","","","","",""
"208+275:1","PC","208+275","1267142.2230","2614480.9092","226.502"
"","","","","",""
"208+280:1","PC","208+280","1267138.4926","2614484.2385","226.732"
"","","","","",""
"208+285","PC","208+285","1267134.7425","2614487.5456","226.966"
"","","","","",""
"208+290:2","PC","208+290","1267130.9728","2614490.8302","227.204"
"","","","","",""
"EC6:2","PC","208+291.353","1267129.9494","2614491.7152","227.268"
"","","","","",""
"EC6:3","PC","208+295","1267127.1836","2614494.0924","227.444"
"","","","","",""
"EC6:4","EC","208+295.245","1267126.9974","2614494.2517","227.456"
"","","","","",""
"208+300:2","PC","208+300","1267123.3750","2614497.3320","227.687"
"","","","","",""
"208+305:1","PC","208+305","1267119.5472","2614500.5488","227.929"
"","","","","",""
"208+310:1","PC","208+310","1267115.7003","2614503.7428","228.172"
"","","","","",""
"208+315","PC","208+315","1267111.8345","2614506.9138","228.414"
"","","","","",""
"208+320:2","PC","208+320","1267107.9499","2614510.0618","228.657"
"","","","","",""
"BC7:5","PC","208+321.007","1267107.1653","2614510.6929","228.706"
"","","","","",""
"208+325","PC","208+325","1267104.0466","2614513.1865","228.899"
"","","","","",""
"208+330:1","PC","208+330","1267100.1248","2614516.2880","229.142"
"","","","","",""
"208+335:1","PC","208+335","1267096.1846","2614519.3661","229.384"
"","","","","",""
"208+340:1","PC","208+340","1267092.2261","2614522.4207","229.627"
"","","","","",""
"208+345","PC","208+345","1267088.2496","2614525.4517","229.869"
"","","","","",""
"208+350:2","PC","208+350","1267084.2550","2614528.4589","230.112"
"","","","","",""
"208+355","PC","208+355","1267080.2426","2614531.4424","230.354"
"","","","","",""
"208+360:1","PC","208+360","1267076.2126","2614534.4018","230.597"
"","","","","",""
"208+365:1","PC","208+365","1267072.1650","2614537.3373","230.839"
"","","","","",""
"208+370:1","PC","208+370","1267068.1000","2614540.2486","231.082"
"","","","","",""
"208+375","PC","208+375","1267064.0177","2614543.1356","231.324"
"","","","","",""
"208+380:2","PC","208+380","1267059.9183","2614545.9983","231.567"
"","","","","",""
"208+385","PC","208+385","1267055.8020","2614548.8366","231.809"
"","","","","",""
"208+390:1","PC","208+390","1267051.6688","2614551.6503","232.052"
"","","","","",""
"208+395:1","PC","208+395","1267047.5190","2614554.4393","232.294"
"","","","","",""
"208+400:2","PC","208+400","1267043.3526","2614557.2036","232.537"
"","","","","",""
"208+405","PC","208+405","1267039.1699","2614559.9431","232.779"
"","","","","",""
"208+410:2","PC","208+410","1267034.9709","2614562.6576","233.022"
"","","","","",""
"208+415","PC","208+415","1267030.7558","2614565.3470","233.264"
"","","","","",""
"208+420:1","PC","208+420","1267026.5248","2614568.0113","233.507"
"","","","","",""
"208+425:1","PC","208+425","1267022.2781","2614570.6504","233.749"
"","","","","",""
"208+430:1","PC","208+430","1267018.0156","2614573.2642","233.992"
"","","","","",""
"208+435","PC","208+435","1267013.7377","2614575.8525","234.234"
"","","","","",""
"208+440:2","PC","208+440","1267009.4445","2614578.4154","234.477"
"","","","","",""
"208+445","PC","208+445","1267005.1361","2614580.9526","234.719"
"","","","","",""
"208+450:1","PC","208+450","1267000.8127","2614583.4641","234.962"
"","","","","",""
"208+455:1","PC","208+455","1266996.4744","2614585.9499","235.204"
"","","","","",""
"208+460:1","PC","208+460","1266992.1213","2614588.4098","235.447"
"","","","","",""
"208+465","PC","208+465","1266987.7538","2614590.8438","235.689"
"","","","","",""
"208+470:2","PC","208+470","1266983.3718","2614593.2517","235.932"
"","","","","",""
"208+475","PC","208+475","1266978.9755","2614595.6334","236.174"
"","","","","",""
"208+480:1","PC","208+480","1266974.5651","2614597.9890","236.417"
"","","","","",""
"208+485:1","PC","208+485","1266970.1409","2614600.3183","236.659"
"","","","","",""
"208+490:1","PC","208+490","1266965.7028","2614602.6212","236.902"
"","","","","",""
"208+495","PC","208+495","1266961.2511","2614604.8976","237.144"
"","","","","",""
"208+500:3","PC","208+500","1266956.7859","2614607.1475","237.387"
"","","","","",""
"208+505","PC","208+505","1266952.3074","2614609.3708","237.629"
"","","","","",""
"208+510:1","PC","208+510","1266947.8157","2614611.5674","237.872"
"","","","","",""
"208+515:1","PC","208+515","1266943.3111","2614613.7372","238.114"
"","","","","",""
"208+520:1","PC","208+520","1266938.7936","2614615.8802","238.357"
"","","","","",""
"208+525","PC","208+525","1266934.2634","2614617.9962","238.599"
"","","","","",""
"208+530:2","PC","208+530","1266929.7208","2614620.0852","238.842"
"","","","","",""
"208+535","PC","208+535","1266925.1657","2614622.1472","239.084"
"","","","","",""
"208+540:1","PC","208+540","1266920.5985","2614624.1820","239.327"
"","","","","",""
"EC7:3","PC","208+545","1266916.0193","2614626.1896","239.569"
"","","","","",""
"208+550:1","PC","208+550","1266911.4281","2614628.1699","239.812"
"","","","","",""
"208+555","PC","208+555","1266906.8253","2614630.1228","240.054"
"","","","","",""
"208+560:2","PC","208+560","1266902.2110","2614632.0483","240.297"
"","","","","",""
"208+565","PC","208+565","1266897.5852","2614633.9463","240.539"
"","","","","",""
"208+570:1","PC","208+570","1266892.9482","2614635.8167","240.782"
"","","","","",""
"208+575:1","PC","208+575","1266888.3002","2614637.6595","241.024"
"","","","","",""
"208+580:1","PC","208+580","1266883.6413","2614639.4746","241.267"
"","","","","",""
"208+585","PC","208+585","1266878.9717","2614641.2619","241.509"
"","","","","",""
"208+590:2","PC","208+590","1266874.2915","2614643.0214","241.752"
"","","","","",""
"208+595","PC","208+595","1266869.6010","2614644.7530","241.994"
"","","","","",""
"208+600:2","PC","208+600","1266864.9002","2614646.4567","242.237"
"","","","","",""
"208+605:1","PC","208+605","1266860.1893","2614648.1323","242.479"
"","","","","",""
"208+610:1","PC","208+610","1266855.4686","2614649.7799","242.722"
"","","","","",""
"208+615","PC","208+615","1266850.7381","2614651.3994","242.964"
"","","","","",""
"BC8:5","PC","208+616.813","1266849.0205","2614651.9796","243.052"
"","","","","",""
"208+620:2","PC","208+620","1266845.9981","2614652.9907","243.207"
"","","","","",""
"208+625","PC","208+625","1266841.2487","2614654.5537","243.449"
"","","","","",""
"208+630:1","PC","208+630","1266836.4900","2614656.0884","243.692"
"","","","","",""
"208+635:1","PC","208+635","1266831.7224","2614657.5948","243.934"
"","","","","",""
"208+640:1","PC","208+640","1266826.9458","2614659.0727","244.177"
"","","","","",""
"208+645","PC","208+645","1266822.1605","2614660.5223","244.419"
"","","","","",""
"208+650:2","PC","208+650","1266817.3667","2614661.9433","244.662"
"","","","","",""
"208+655","PC","208+655","1266812.5645","2614663.3357","244.904"
"","","","","",""
"208+660:1","PC","208+660","1266807.7541","2614664.6995","245.147"
"","","","","",""
"208+665:1","PC","208+665","1266802.9357","2614666.0347","245.389"
"","","","","",""
"208+670:1","PC","208+670","1266798.1094","2614667.3412","245.632"
"","","","","",""
"208+675","PC","208+675","1266793.2754","2614668.6189","245.874"
"","","","","",""
"208+680:2","PC","208+680","1266788.4339","2614669.8678","246.117"
"","","","","",""
"208+685","PC","208+685","1266783.5851","2614671.0879","246.359"
"","","","","",""
"208+690:1","PC","208+690","1266778.7291","2614672.2791","246.602"
"","","","","",""
"208+695:1","PC","208+695","1266773.8660","2614673.4414","246.844"
"","","","","",""
"208+700:2","PC","208+700","1266768.9962","2614674.5747","247.087"
"","","","","",""
"208+705","PC","208+705","1266764.1197","2614675.6790","247.329"
"","","","","",""
"208+710:2","PC","208+710","1266759.2367","2614676.7542","247.572"
"","","","","",""
"208+715","PC","208+715","1266754.3473","2614677.8004","247.814"
"","","","","",""
"208+720:1","PC","208+720","1266749.4519","2614678.8175","248.057"
"","","","","",""
"208+725:1","PC","208+725","1266744.5504","2614679.8054","248.299"
"","","","","",""
"208+730:1","PC","208+730","1266739.6432","2614680.7641","248.542"
"","","","","",""
"208+735","PC","208+735","1266734.7304","2614681.6935","248.784"
"","","","","",""
"208+740:2","PC","208+740","1266729.8121","2614682.5937","249.027"
"","","","","",""
"208+745","PC","208+745","1266724.8885","2614683.4647","249.269"
"","","","","",""
"208+750:1","PC","208+750","1266719.9599","2614684.3063","249.512"
"","","","","",""
"208+755:1","PC","208+755","1266715.0263","2614685.1185","249.754"
"","","","","",""
"208+760:1","PC","208+760","1266710.0880","2614685.9014","249.997"
"","","","","",""
"208+765","PC","208+765","1266705.1451","2614686.6548","250.239"
"","","","","",""
"208+770:2","PC","208+770","1266700.1978","2614687.3789","250.482"
"","","","","",""
"208+775","PC","208+775","1266695.2463","2614688.0734","250.724"
"","","","","",""
"208+780:1","PC","208+780","1266690.2907","2614688.7385","250.967"
"","","","","",""
"208+785:1","PC","208+785","1266685.3313","2614689.3741","251.209"
"","","","","",""
"208+790:1","PC","208+790","1266680.3681","2614689.9801","251.452"
"","","","","",""
"208+795","PC","208+795","1266675.4015","2614690.5566","251.694"
"","","","","",""
"208+800:3","PC","208+800","1266670.4315","2614691.1035","251.937"
"","","","","",""
"208+805","PC","208+805","1266665.4583","2614691.6208","252.179"
"","","","","",""
"208+810:1","PC","208+810","1266660.4822","2614692.1085","252.422"
"","","","","",""
"208+815:1","PC","208+815","1266655.5032","2614692.5666","252.664"
"","","","","",""
"208+820:1","PC","208+820","1266650.5216","2614692.9950","252.907"
"","","","","",""
"208+825","PC","208+825","1266645.5376","2614693.3938","253.149"
"","","","","",""
"208+830:2","PC","208+830","1266640.5512","2614693.7629","253.392"
"","","","","",""
"208+835","PC","208+835","1266635.5628","2614694.1023","253.634"
"","","","","",""
"208+840:1","PC","208+840","1266630.5724","2614694.4120","253.877"
"","","","","",""
"208+845:1","PC","208+845","1266625.5802","2614694.6920","254.119"
"","","","","",""
"1191","CS","208+845.934","1266624.6480","2614694.7410","254.164"
"","","","","",""
"208+850:1","SP","208+850","1266620.5868","2614694.9424","254.362"
"","","","","",""
"208+855","SP","208+855","1266615.5917","2614695.1638","254.604"
"","","","","",""
"EC8:3","SP","208+858.613","1266611.9815","2614695.3062","254.779"
"","","","","",""
"208+860:1","SP","208+860","1266610.5954","2614695.3570","254.847"
"","","","","",""
"208+865","SP","208+865","1266605.5982","2614695.5231","255.089"
"","","","","",""
"208+870:1","SP","208+870","1266600.6001","2614695.6628","255.332"
"","","","","",""
"208+875:1","SP","208+875","1266595.6014","2614695.7772","255.574"
"","","","","",""
"208+880:1","SP","208+880","1266590.6023","2614695.8670","255.817"
"","","","","",""
"208+885","SP","208+885","1266585.6027","2614695.9332","256.059"
"","","","","",""
"208+890:2","SP","208+890","1266580.6029","2614695.9766","256.302"
"","","","","",""
"208+895","SP","208+895","1266575.6029","2614695.9983","256.544"
"","","","","",""
"208+900:2","SP","208+900","1266570.6029","2614695.9990","256.787"
"","","","","",""
"208+905:1","SP","208+905","1266565.6030","2614695.9797","257.029"
"","","","","",""
"208+910:1","SP","208+910","1266560.6031","2614695.9413","257.272"
"","","","","",""
"208+915","SP","208+915","1266555.6035","2614695.8846","257.514"
"","","","","",""
"1342","SC","208+915.426","1266555.1780","2614695.8790","257.535"
"","","","","",""
"208+920:2","PC","208+920","1266550.6040","2614695.8106","257.757"
"","","","","",""
"208+925","PC","208+925","1266545.6049","2614695.7192","257.999"
"","","","","",""
"208+930:1","PC","208+930","1266540.6060","2614695.6107","258.242"
"","","","","",""
"208+935:1","PC","208+935","1266535.6076","2614695.4849","258.484"
"","","","","",""
"208+940:1","PC","208+940","1266530.6097","2614695.3419","258.727"
"","","","","",""
"208+945","PC","208+945","1266525.6122","2614695.1816","258.969"
"","","","","",""
"208+950:2","PC","208+950","1266520.6154","2614695.0042","259.212"
"","","","","",""
"208+955","PC","208+955","1266515.6192","2614694.8094","259.454"
"","","","","",""
"208+960:1","PC","208+960","1266510.6237","2614694.5975","259.697"
"","","","","",""
"208+965:1","PC","208+965","1266505.6289","2614694.3683","259.939"
"","","","","",""
"208+970:1","PC","208+970","1266500.6350","2614694.1219","260.182"
"","","","","",""
"208+975","PC","208+975","1266495.6420","2614693.8583","260.424"
"","","","","",""
"208+980:2","PC","208+980","1266490.6499","2614693.5775","260.667"
"","","","","",""
"208+985","PC","208+985","1266485.6588","2614693.2795","260.909"
"","","","","",""
"208+990:1","PC","208+990","1266480.6687","2614692.9642","261.152"
"","","","","",""
"208+995:1","PC","208+995","1266475.6798","2614692.6318","261.394"
"","","","","",""
"209+000:2","PC","209+000","1266470.6920","2614692.2821","261.637"
"","","","","",""
"BC7:7","BC","209+002.922","1266467.7778","2614692.0698","261.778"
"","","","","",""
"BC7:6","PC","209+003.108","1266467.5923","2614692.0561","261.787"
"","","","","",""
"209+005","PC","209+005","1266465.7055","2614691.9153","261.879"
"","","","","",""
"209+010:2","PC","209+010","1266460.7203","2614691.5312","262.117"
"","","","","",""
"209+015","PC","209+015","1266455.7364","2614691.1300","262.350"
"","","","","",""
"209+020:1","PC","209+020","1266450.7539","2614690.7116","262.578"
"","","","","",""
"209+025:1","PC","209+025","1266445.7730","2614690.2760","262.801"
"","","","","",""
"209+030:1","PC","209+030","1266440.7935","2614689.8232","263.019"
"","","","","",""
"BC9:7","PC","209+035","1266435.8156","2614689.3533","263.233"
"","","","","",""
"209+040:2","PC","209+040","1266430.8394","2614688.8662","263.441"
"","","","","",""
"209+045","PC","209+045","1266425.8649","2614688.3620","263.645"
"","","","","",""
"209+050:1","PC","209+050","1266420.8922","2614687.8406","263.843"
"","","","","",""
"209+055:1","PC","209+055","1266415.9213","2614687.3020","264.037"
"","","","","",""
"209+060:1","PC","209+060","1266410.9522","2614686.7463","264.226"
"","","","","",""
"209+065","PC","209+065","1266405.9852","2614686.1735","264.410"
"","","","","",""
"209+070:2","PC","209+070","1266401.0201","2614685.5836","264.589"
"","","","","",""
"209+075","PC","209+075","1266396.0571","2614684.9765","264.763"
"","","","","",""
"209+080:1","PC","209+080","1266391.0962","2614684.3523","264.932"
"","","","","",""
"209+085:1","PC","209+085","1266386.1375","2614683.7111","265.096"
"","","","","",""
"209+090:1","PC","209+090","1266381.1810","2614683.0527","265.255"
"","","","","",""
"209+095","PC","209+095","1266376.2269","2614682.3773","265.410"
"","","","","",""
"209+100:3","PC","209+100","1266371.2751","2614681.6847","265.559"
"","","","","",""
"209+105","PC","209+105","1266366.3257","2614680.9751","265.703"
"","","","","",""
"209+110:1","PC","209+110","1266361.3788","2614680.2485","265.843"
"","","","","",""
"209+115:1","PC","209+115","1266356.4344","2614679.5047","265.978"
"","","","","",""
"209+120:1","PC","209+120","1266351.4926","2614678.7440","266.107"
"","","","","",""
"209+125","PC","209+125","1266346.5535","2614677.9662","266.232"
"","","","","",""
"209+130:2","PC","209+130","1266341.6171","2614677.1714","266.352"
"","","","","",""
"209+135","PC","209+135","1266336.6834","2614676.3595","266.467"
"","","","","",""
"209+140:1","PC","209+140","1266331.7526","2614675.5307","266.577"
"","","","","",""
"209+145:1","PC","209+145","1266326.8247","2614674.6848","266.682"
"","","","","",""
"209+150:1","PC","209+150","1266321.8997","2614673.8220","266.782"
"","","","","",""
"209+155","PC","209+155","1266316.9777","2614672.9422","266.878"
"","","","","",""
"209+160:2","PC","209+160","1266312.0588","2614672.0454","266.968"
"","","","","",""
"209+165","PC","209+165","1266307.1430","2614671.1316","267.054"
"","","","","",""
"209+170:1","PC","209+170","1266302.2304","2614670.2010","267.134"
"","","","","",""
"209+175:1","PC","209+175","1266297.3210","2614669.2533","267.210"
"","","","","",""
"209+180:1","PC","209+180","1266292.4149","2614668.2888","267.280"
"","","","","",""
"209+185","PC","209+185","1266287.5122","2614667.3073","267.346"
"","","","","",""
"209+190:2","PC","209+190","1266282.6129","2614666.3090","267.407"
"","","","","",""
"209+195","PC","209+195","1266277.7170","2614665.2937","267.463"
"","","","","",""
"209+200:2","PC","209+200","1266272.8247","2614664.2616","267.514"
"","","","","",""
"209+205:1","PC","209+205","1266267.9360","2614663.2126","267.560"
"","","","","",""
"209+210:1","PC","209+210","1266263.0509","2614662.1468","267.601"
"","","","","",""
"209+215","PC","209+215","1266258.1695","2614661.0641","267.637"
"","","","","",""
"209+220:2","PC","209+220","1266253.2919","2614659.9646","267.669"
"","","","","",""
"209+225","PC","209+225","1266248.4181","2614658.8483","267.695"
"","","","","",""
"209+230:1","PC","209+230","1266243.5482","2614657.7152","267.716"
"","","","","",""
"209+235:1","PC","209+235","1266238.6822","2614656.5653","267.733"
"","","","","",""
"209+240:1","PC","209+240","1266233.8203","2614655.3987","267.745"
"","","","","",""
"209+245","PC","209+245","1266228.9623","2614654.2152","267.751"
"","","","","",""
"209+250:2","PC","209+250","1266224.1085","2614653.0151","267.753"
"","","","","",""
"209+255","PC","209+255","1266219.2589","2614651.7982","267.750"
"","","","","",""
"209+260:1","PC","209+260","1266214.4134","2614650.5645","267.742"
"","","","","",""
"1343","CS","209+262.946","1266211.5610","2614649.8300","267.735"
"","","","","",""
"209+265:1","SP","209+265","1266209.5726","2614649.3132","267.729"
"","","","","",""
"EC9:2","SP","209+268.163","1266206.5127","2614648.5120","267.718"
"","","","","",""
"209+270:1","SP","209+270","1266204.7365","2614648.0435","267.711"
"","","","","",""
"EC7:5","EC","209+274.706","1266200.1888","2614646.8330","267.690"
"","","","","",""
"EC7:4","SP","209+275","1266199.9048","2614646.7569","267.688"
"","","","","",""
"209+280:2","SP","209+280","1266195.0778","2614645.4530","267.663"
"","","","","",""
"209+285","SP","209+285","1266190.2556","2614644.1318","267.638"
"","","","","",""
"209+290:1","SP","209+290","1266185.4381","2614642.7930","267.613"
"","","","","",""
"209+295:1","SP","209+295","1266180.6257","2614641.4364","267.588"
"","","","","",""
"209+300:2","SP","209+300","1266175.8184","2614640.0617","267.563"
"","","","","",""
"1481","ST","209+302.668","1266173.2560","2614639.3210","267.550"
